1,1
2,1
3,1
4,1
5,1
6,0.833333
7,1
8,0.75
9,0.666667
10,0.7
11,1
12,0.583333
13,1
14,0.642857
15,0.533333
16,0.5
17,1
18,0.444444
19,1
20,0.45
21,0.47619
22,0.590909
23,1
24,0.375
25,0.4
26,0.576923
27,0.333333
28,0.392857
29,1
30,0.333333
31,1
32,0.3125
33,0.424242
34,0.558824
35,0.342857
36,0.277778
37,1
38,0.552632
39,0.410256
40,0.275
41,1
42,0.285714
43,1
44,0.340909
45,0.244444
46,0.543478
47,1
48,0.229167
49,0.285714
50,0.24
51,0.392157
52,0.326923
53,1
54,0.203704
55,0.290909
56,0.232143
57,0.385965
58,0.534483
59,1
60,0.2
61,1
62,0.532258
63,0.206349
64,0.1875
65,0.276923
66,0.242424
67,1
68,0.308824
69,0.376812
70,0.2
71,1
72,0.166667
73,1
74,0.527027
75,0.173333
76,0.302632
77,0.233766
78,0.230769
79,1
80,0.1625
81,0.148148
82,0.52439
83,1
84,0.166667
85,0.258824
86,0.523256
87,0.367816
88,0.193182
89,1
90,0.144444
91,0.21978
92,0.293478
93,0.365591
94,0.521277
95,0.252632
96,0.135417
97,1
98,0.163265
99,0.171717
100,0.14
101,1
102,0.215686
103,1
104,0.182692
105,0.142857
106,0.518868
107,1
108,0.12037
109,1
110,0.163636
111,0.36036
112,0.133929
113,1
114,0.210526
115,0.243478
116,0.284483
117,0.162393
118,0.516949
119,0.201681
120,0.116667
121,0.181818
122,0.516393
123,0.357724
124,0.282258
125,0.12
126,0.119048
127,1
128,0.109375
129,0.356589
130,0.153846
131,1
132,0.136364
133,0.195489
134,0.514925
135,0.103704
136,0.169118
137,1
138,0.202899
139,1
140,0.114286
141,0.35461
142,0.514085
143,0.167832
144,0.0972222
145,0.234483
146,0.513699
147,0.115646
148,0.277027
149,1
150,0.1
151,1
152,0.164474
153,0.150327
154,0.12987
155,0.232258
156,0.128205
157,1
158,0.512658
159,0.352201
160,0.09375
161,0.186335
162,0.0864198
163,1
164,0.27439
165,0.115152
166,0.512048
167,1
168,0.0952381
169,0.153846
170,0.141176
171,0.146199
172,0.273256
173,1
174,0.195402
175,0.0971429
176,0.107955
177,0.350282
178,0.511236
179,1
180,0.0833333
181,1
182,0.120879
183,0.349727
184,0.157609
185,0.227027
186,0.193548
187,0.149733
188,0.271277
189,0.0846561
190,0.136842
191,1
192,0.078125
193,1
194,0.510309
195,0.107692
196,0.0918367
197,1
198,0.0959596
199,1
200,0.08
201,0.348259
202,0.509901
203,0.17734
204,0.117647
205,0.22439
206,0.509709
207,0.140097
208,0.100962
209,0.143541
210,0.0809524
211,1
212,0.268868
213,0.347418
214,0.509346
215,0.223256
216,0.0694444
217,0.175115
218,0.509174
219,0.347032
220,0.0909091
221,0.135747
222,0.189189
223,1
224,0.0758929
225,0.0711111
226,0.50885
227,1
228,0.114035
229,1
230,0.130435
231,0.0909091
232,0.150862
233,1
234,0.0897436
235,0.221277
236,0.266949
237,0.345992
238,0.109244
239,1
240,0.0666667
241,1
242,0.0991736
243,0.0617284
244,0.266393
245,0.077551
246,0.186992
247,0.129555
248,0.149194
249,0.345382
250,0.068
251,1
252,0.0674603
253,0.134387
254,0.507874
255,0.0980392
256,0.0625
257,1
258,0.186047
259,0.169884
260,0.0846154
261,0.1341
262,0.507634
263,1
264,0.0757576
265,0.218868
266,0.105263
267,0.344569
268,0.264925
269,1
270,0.0592593
271,1
272,0.0919118
273,0.0842491
274,0.507299
275,0.0763636
276,0.108696
277,1
278,0.507194
279,0.132616
280,0.0642857
281,1
282,0.184397
283,1
284,0.264085
285,0.0947368
286,0.0909091
287,0.167247
288,0.0555556
289,0.117647
290,0.124138
291,0.343643
292,0.263699
293,1
294,0.0646259
295,0.216949
296,0.14527
297,0.0673401
298,0.506711
299,0.120401
300,0.0566667
301,0.166113
302,0.506622
303,0.343234
304,0.0888158
305,0.216393
306,0.0816993
307,1
308,0.0714286
309,0.343042
310,0.122581
311,1
312,0.0705128
313,1
314,0.506369
315,0.0571429
316,0.262658
317,1
318,0.18239
319,0.125392
320,0.053125
321,0.342679
322,0.0993789
323,0.111455
324,0.0493827
325,0.0707692
326,0.506135
327,0.342508
328,0.143293
329,0.164134
330,0.0636364
331,1
332,0.262048
333,0.129129
334,0.505988
335,0.214925
336,0.0535714
337,1
338,0.0828402
339,0.342183
340,0.0764706
341,0.123167
342,0.0789474
343,0.0612245
344,0.142442
345,0.0898551
346,0.50578
347,1
348,0.103448
349,1
350,0.0542857
351,0.0626781
352,0.0596591
353,1
354,0.180791
355,0.214085
356,0.261236
357,0.0756303
358,0.505587
359,1
360,0.0472222
361,0.105263
362,0.505525
363,0.0688705
364,0.0659341
365,0.213699
366,0.180328
367,1
368,0.0842391
369,0.127371
370,0.118919
371,0.161725
