1,0
1,1
2,1
3,1
4,1
5,2
6,2
7,3
8,3
9,4
10,5
11,6
12,7
13,9
14,10
15,12
16,14
17,17
18,19
19,23
20,26
21,29
22,28
23,27
24,25
25,25
26,26
27,23
28,23
29,23
30,24
31,23
32,19
33,19
34,16
35,19
36,18
37,16
38,13
39,16
40,15
41,18
42,15
43,13
44,12
45,12
46,13
47,12
48,16
49,11
50,14
51,13
52,15
53,12
54,13
55,7
56,12
57,9
58,10
59,6
60,11
61,6
62,12
63,8
64,9
65,4
66,12
67,7
68,11
69,8
70,10
71,6
72,10
73,5
74,9
75,5
76,11
77,5
78,11
79,6
80,11
81,6
82,11
83,4
84,10
85,3
86,9
87,4
88,9
89,5
90,10
91,4
92,8
93,2
94,4
95,2
96,8
97,4
98,3
99,2
100,3
101,2
102,6
103,4
104,4
105,5
106,7
107,4
108,7
109,7
110,6
111,5
112,5
113,4
114,8
115,6
116,7
117,4
118,5
119,2
120,7
121,2
122,3
124,2
126,2
127,1
129,1
130,2
131,2
132,2
133,3
134,4
135,2
136,3
137,3
138,4
139,3
140,3
141,2
142,4
143,3
144,6
145,2
146,4
148,2
149,1
150,2
151,2
152,2
153,2
154,3
155,3
156,5
157,3
158,3
159,1
160,2
161,1
162,4
163,3
164,4
165,1
166,1
167,2
168,3
169,3
170,4
171,1
172,2
173,3
174,3
175,1
176,1
177,1
178,3
179,3
180,2
181,2
182,1
183,2
184,4
185,3
186,4
187,2
188,2
190,1
191,1
192,1
193,2
194,1
195,2
196,3
197,4
198,4
199,4
200,3
201,2
202,3
203,3
204,4
205,2
206,2
211,1
213,1
214,1
215,1
216,2
217,2
218,1
223,1
225,1
226,1
227,2
228,2
229,3
230,2
231,2
232,3
233,3
234,3
235,2
236,2
237,1
238,2
239,2
240,1
241,2
242,1
243,2
244,3
245,2
246,3
247,1
248,1
251,1
253,1
254,1
255,1
256,2
257,1
258,1
259,1
260,1
261,1
262,2
263,1
264,1
265,1
266,1
267,1
268,2
269,1
270,1
271,2
272,1
273,2
274,3
275,1
276,3
277,1
278,1
279,1
280,1
281,2
282,2
283,2
284,2
285,2
286,3
287,1
288,3
290,1
293,1
295,1
296,1
297,1
298,2
307,1
309,1
310,1
311,2
312,2
313,2
314,1
315,2
316,3
317,2
318,2
319,1
320,1
321,1
322,2
331,1
333,1
334,1
335,1
336,2
337,1
339,1
340,1
341,1
342,1
347,1
349,2
350,1
351,2
352,2
353,2
354,1
355,1
356,1
357,1
358,1
359,1
361,1
362,1
363,1
364,1
367,1
369,1
370,1
371,1
372,1
373,1
375,1
376,1
377,1
378,1
379,1
381,1
382,1
383,2
384,1
385,1
386,1
387,1
388,1
389,1
391,1
392,1
393,1
394,1
397,1
399,1
400,1
401,2
402,1
403,1
404,1
405,1
409,1
411,1
412,1
413,1
419,1
421,2
422,1
423,2
424,1
425,1
431,1
433,2
434,1
435,2
436,1
437,1
439,1
441,1
442,1
443,2
445,1
446,1
447,1
449,1
451,1
452,1
453,1
457,1
459,1
460,1
461,2
463,2
464,1
465,2
466,1
467,2
469,1
470,1
471,1
479,1
481,1
482,1
483,1
487,1
489,1
490,1
491,2
493,1
494,1
495,1
499,1
501,1
502,1
503,2
505,1
506,1
509,1
511,1
512,1
521,1
523,2
524,1
525,1
526,1
541,1
543,1
544,1
547,1
549,1
550,1
557,1
559,1
560,1
563,1
565,1
566,1
569,1
571,2
572,1
573,1
574,1
577,1
579,1
580,1
587,1
589,1
590,1
593,1
595,1
596,1
599,1
601,2
602,1
603,1
604,1
607,1
609,1
610,1
613,1
615,1
616,1
617,1
619,2
620,1
621,1
622,1
631,1
633,1
634,1
641,1
643,2
644,1
645,1
646,1
647,1
649,1
650,1
653,1
655,1
656,1
659,1
661,2
662,1
663,1
664,1
673,1
675,1
677,1
679,1
683,1
685,1
691,1
693,1
701,1
703,1
709,1
711,1
719,1
721,1
727,1
729,1
733,1
735,1
739,1
741,1
743,1
745,1
751,1
753,1
757,1
759,1
761,1
763,1
769,1
771,1
773,1
775,1
787,1
789,1
797,1
799,1
809,1
811,2
813,1
821,1
823,2
825,1
827,1
829,2
831,1
839,1
841,1
853,1
855,1
857,1
859,2
861,1
863,1
865,1
877,1
879,1
881,1
883,2
885,1
887,1
889,1
907,1
909,1
911,1
913,1
919,1
921,1
929,1
931,1
937,1
939,1
941,1
943,1
947,1
949,1
953,1
955,1
967,1
969,1
971,1
973,1
977,1
979,1
983,1
985,1
991,1
993,1
997,1
999,1
1009,1
1013,1
1019,1
1021,1
1031,1
1033,1
1039,1
1049,1
1051,1
1061,1
1063,1
1069,1
1087,1
1091,1
1093,1
1097,1
1103,1
1109,1
1117,1
1123,1
1129,1
1151,1
1153,1
1163,1
1171,1
1181,1
1187,1
1193,1
1201,1
1213,1
1217,1
1223,1
1229,1
1231,1
1237,1
1249,1
1259,1
1277,1
1279,1
1283,1
1289,1
1291,1
1297,1
1301,1
1303,1
1307,1
1319,1
1321,1
1327,1
1361,1
1367,1
1373,1
1381,1
1399,1
1409,1
1423,1
1427,1
1429,1
1433,1
1439,1
1447,1
1451,1
1453,1
1459,1
1471,1
1481,1
1483,1
1487,1
1489,1
1493,1
1499,1
1511,1
1523,1
1531,1
1543,1
1549,1
1553,1
1559,1
1567,1
1571,1
1579,1
1583,1
1597,1
1601,1
1607,1
1609,1
1613,1
1619,1
1621,1
1627,1
1637,1
1657,1
1663,1
1667,1
1669,1
1693,1
1697,1
1699,1
1709,1
1721,1
1723,1
1733,1
1741,1
1747,1
1753,1
1759,1
1777,1
1783,1
1787,1
1789,1
1801,1
1811,1
1823,1
1831,1
1847,1
1861,1
1867,1
1871,1
1873,1
1877,1
1879,1
1889,1
1901,1
1907,1
1913,1
1931,1
1933,1
1949,1
1951,1
1973,1
1979,1
1987,1
1993,1
1997,1
1999,1
