1,1,0,[1]
2,10,4,[7, 188, 51, 20, 9, 6, 5, 186, 36, 10]
3,10,10,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
4,1,0,[4]
5,10,0,[5, 186, 36, 10, 7, 188, 51, 20, 9, 6]
6,10,0,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
7,10,0,[7, 188, 51, 20, 9, 6, 5, 186, 36, 10]
8,10,1,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
9,10,0,[9, 6, 5, 186, 36, 10, 7, 188, 51, 20]
10,10,0,[10, 7, 188, 51, 20, 9, 6, 5, 186, 36]
11,10,4,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
12,10,1,[7, 188, 51, 20, 9, 6, 5, 186, 36, 10]
13,10,9,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
14,10,1,[9, 6, 5, 186, 36, 10, 7, 188, 51, 20]
15,10,2,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
16,10,2,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
17,10,6,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
18,10,2,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
19,10,4,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
20,10,0,[20, 9, 6, 5, 186, 36, 10, 7, 188, 51]
21,10,1,[10, 7, 188, 51, 20, 9, 6, 5, 186, 36]
22,10,10,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
23,10,3,[9, 6, 5, 186, 36, 10, 7, 188, 51, 20]
24,10,1,[9, 6, 5, 186, 36, 10, 7, 188, 51, 20]
25,10,1,[10, 7, 188, 51, 20, 9, 6, 5, 186, 36]
26,10,3,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
27,10,1,[9, 6, 5, 186, 36, 10, 7, 188, 51, 20]
28,10,5,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
29,10,8,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
30,10,1,[10, 7, 188, 51, 20, 9, 6, 5, 186, 36]
31,10,13,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
32,10,1,[10, 7, 188, 51, 20, 9, 6, 5, 186, 36]
33,10,2,[9, 6, 5, 186, 36, 10, 7, 188, 51, 20]
34,10,5,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
35,10,2,[7, 188, 51, 20, 9, 6, 5, 186, 36, 10]
36,10,0,[36, 10, 7, 188, 51, 20, 9, 6, 5, 186]
37,10,8,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
38,10,2,[10, 7, 188, 51, 20, 9, 6, 5, 186, 36]
39,10,3,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
40,10,5,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
41,10,4,[7, 188, 51, 20, 9, 6, 5, 186, 36, 10]
42,10,2,[7, 188, 51, 20, 9, 6, 5, 186, 36, 10]
43,10,8,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
44,10,3,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
45,10,5,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
46,10,2,[10, 7, 188, 51, 20, 9, 6, 5, 186, 36]
47,10,5,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
48,10,5,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
49,10,2,[9, 6, 5, 186, 36, 10, 7, 188, 51, 20]
50,10,2,[7, 188, 51, 20, 9, 6, 5, 186, 36, 10]
51,10,0,[51, 20, 9, 6, 5, 186, 36, 10, 7, 188]
52,10,7,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
53,10,3,[10, 7, 188, 51, 20, 9, 6, 5, 186, 36]
54,10,5,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
55,10,3,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
56,10,10,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
57,10,11,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
58,10,14,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
59,10,4,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
60,10,2,[7, 188, 51, 20, 9, 6, 5, 186, 36, 10]
61,10,3,[9, 6, 5, 186, 36, 10, 7, 188, 51, 20]
62,10,3,[9, 6, 5, 186, 36, 10, 7, 188, 51, 20]
63,10,10,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
64,10,2,[7, 188, 51, 20, 9, 6, 5, 186, 36, 10]
65,10,3,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
66,10,3,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
67,10,10,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
68,10,2,[10, 7, 188, 51, 20, 9, 6, 5, 186, 36]
69,10,4,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
70,10,2,[9, 6, 5, 186, 36, 10, 7, 188, 51, 20]
71,10,8,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
72,10,2,[7, 188, 51, 20, 9, 6, 5, 186, 36, 10]
73,10,5,[10, 7, 188, 51, 20, 9, 6, 5, 186, 36]
74,10,4,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
75,10,10,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
76,10,4,[9, 6, 5, 186, 36, 10, 7, 188, 51, 20]
77,10,3,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
78,10,3,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
79,10,12,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
80,10,10,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
81,10,2,[7, 188, 51, 20, 9, 6, 5, 186, 36, 10]
82,10,9,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
83,10,2,[20, 9, 6, 5, 186, 36, 10, 7, 188, 51]
84,10,2,[9, 6, 5, 186, 36, 10, 7, 188, 51, 20]
85,10,11,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
86,10,6,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
87,10,2,[10, 7, 188, 51, 20, 9, 6, 5, 186, 36]
88,10,7,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
89,10,4,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
90,10,10,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
91,10,1,[20, 9, 6, 5, 186, 36, 10, 7, 188, 51]
92,10,2,[9, 6, 5, 186, 36, 10, 7, 188, 51, 20]
93,10,6,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
94,10,3,[9, 6, 5, 186, 36, 10, 7, 188, 51, 20]
95,10,2,[9, 6, 5, 186, 36, 10, 7, 188, 51, 20]
96,10,10,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
97,10,5,[7, 188, 51, 20, 9, 6, 5, 186, 36, 10]
98,10,3,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
99,10,7,[6, 5, 186, 36, 10, 7, 188, 51, 20, 9]
100,10,2,[9, 6, 5, 186, 36, 10, 7, 188, 51, 20]
