1,1,0,[1]
2,14,19,[5, 401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15, 8, 6]
3,14,19,[5, 401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15, 8, 6]
4,1,0,[4]
5,14,13,[401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15, 8, 6, 5]
6,14,13,[5, 401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15, 8, 6]
7,14,13,[403, 44, 15, 8, 6, 5, 401, 797, 1193, 1589, 234, 21, 10, 7]
8,14,13,[6, 5, 401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15, 8]
9,14,14,[5, 401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15, 8, 6]
10,14,13,[7, 403, 44, 15, 8, 6, 5, 401, 797, 1193, 1589, 234, 21, 10]
11,3,2,[407, 48, 11]
12,14,14,[403, 44, 15, 8, 6, 5, 401, 797, 1193, 1589, 234, 21, 10, 7]
13,14,18,[403, 44, 15, 8, 6, 5, 401, 797, 1193, 1589, 234, 21, 10, 7]
14,14,15,[5, 401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15, 8, 6]
15,14,13,[8, 6, 5, 401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15]
16,14,14,[6, 5, 401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15, 8]
17,14,17,[6, 5, 401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15, 8]
18,14,14,[6, 5, 401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15, 8]
19,14,20,[6, 5, 401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15, 8]
20,14,15,[5, 401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15, 8, 6]
21,14,13,[10, 7, 403, 44, 15, 8, 6, 5, 401, 797, 1193, 1589, 234, 21]
22,14,19,[403, 44, 15, 8, 6, 5, 401, 797, 1193, 1589, 234, 21, 10, 7]
23,14,18,[6, 5, 401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15, 8]
24,14,15,[5, 401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15, 8, 6]
25,14,14,[7, 403, 44, 15, 8, 6, 5, 401, 797, 1193, 1589, 234, 21, 10]
26,14,14,[8, 6, 5, 401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15]
27,14,15,[5, 401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15, 8, 6]
28,3,3,[407, 48, 11]
29,14,17,[5, 401, 797, 1193, 1589, 234, 21, 10, 7, 403, 44, 15, 8, 6]
30,14,14,[7, 403, 44, 15, 8, 6, 5, 401, 797, 1193, 1589, 234, 21, 10]
31,14,16,[10, 7, 403, 44, 15, 8, 6, 5, 401, 797, 1193, 1589, 234, 21]
32,14,14,[7, 403, 44, 15, 8, 6, 5, 401, 797, 1193, 1589, 234, 21, 10]
