1,1,0,[1],[0]
2,21,3,[5, 6, 7, 8, 10, 11, 16, 19, 28, 36, 53, 55, 59, 67, 101, 107, 115, 149, 155, 197, 245],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]
3,21,4,[5, 6, 7, 8, 10, 11, 16, 19, 28, 36, 53, 55, 59, 67, 101, 107, 115, 149, 155, 197, 245],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]
4,1,0,[4],[0]
5,21,0,[5, 6, 7, 8, 10, 11, 16, 19, 28, 36, 53, 55, 59, 67, 101, 107, 115, 149, 155, 197, 245],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]
6,21,0,[5, 6, 7, 8, 10, 11, 16, 19, 28, 36, 53, 55, 59, 67, 101, 107, 115, 149, 155, 197, 245],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]
7,21,0,[5, 6, 7, 8, 10, 11, 16, 19, 28, 36, 53, 55, 59, 67, 101, 107, 115, 149, 155, 197, 245],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]
8,21,0,[5, 6, 7, 8, 10, 11, 16, 19, 28, 36, 53, 55, 59, 67, 101, 107, 115, 149, 155, 197, 245],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]
9,21,1,[5, 6, 7, 8, 10, 11, 16, 19, 28, 36, 53, 55, 59, 67, 101, 107, 115, 149, 155, 197, 245],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]
10,21,0,[5, 6, 7, 8, 10, 11, 16, 19, 28, 36, 53, 55, 59, 67, 101, 107, 115, 149, 155, 197, 245],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]
11,21,0,[5, 6, 7, 8, 10, 11, 16, 19, 28, 36, 53, 55, 59, 67, 101, 107, 115, 149, 155, 197, 245],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]
