1  1  [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2  13  [54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56]
3  13  [6, 5, 54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12]
4  1  [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
5  13  [56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9]
6  13  [7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62, 33, 14]
7  13  [9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60]
8  13  [12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62, 33]
9  13  [12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62, 33]
10  13  [14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11]
11  13  [62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5]
12  13  [14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11]
13  13  [5, 54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7]
14  13  [60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62]
15  13  [60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62]
16  13  [60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62]
17  13  [54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56]
18  13  [60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62]
19  13  [13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6]
20  13  [60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62]
21  13  [33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54]
22  13  [6, 5, 54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12]
23  13  [62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5]
24  13  [60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62]
25  13  [33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54]
26  13  [11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13]
27  13  [60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62]
28  13  [13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6]
29  13  [54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56]
30  13  [33, 14, 9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54]
31  13  [9, 6, 5, 54, 11, 60, 12, 7, 56, 13, 62, 33, 14, 9, 6, 5, 54, 11, 60]
