1,1,0,[1],[0]
2,18,3,[5, 6, 7, 8, 12, 13, 15, 17, 35, 52, 61, 108, 243, 954, 956, 962, 966, 1010],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
3,18,4,[5, 6, 7, 8, 12, 13, 15, 17, 35, 52, 61, 108, 243, 954, 956, 962, 966, 1010],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
4,1,0,[4],[0]
5,18,0,[5, 6, 7, 8, 12, 13, 15, 17, 35, 52, 61, 108, 243, 954, 956, 962, 966, 1010],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
6,18,0,[5, 6, 7, 8, 12, 13, 15, 17, 35, 52, 61, 108, 243, 954, 956, 962, 966, 1010],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
7,18,0,[5, 6, 7, 8, 12, 13, 15, 17, 35, 52, 61, 108, 243, 954, 956, 962, 966, 1010],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
8,18,0,[5, 6, 7, 8, 12, 13, 15, 17, 35, 52, 61, 108, 243, 954, 956, 962, 966, 1010],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
9,18,1,[5, 6, 7, 8, 12, 13, 15, 17, 35, 52, 61, 108, 243, 954, 956, 962, 966, 1010],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
10,18,1,[5, 6, 7, 8, 12, 13, 15, 17, 35, 52, 61, 108, 243, 954, 956, 962, 966, 1010],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
11,18,4,[5, 6, 7, 8, 12, 13, 15, 17, 35, 52, 61, 108, 243, 954, 956, 962, 966, 1010],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
12,18,0,[5, 6, 7, 8, 12, 13, 15, 17, 35, 52, 61, 108, 243, 954, 956, 962, 966, 1010],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
13,18,0,[5, 6, 7, 8, 12, 13, 15, 17, 35, 52, 61, 108, 243, 954, 956, 962, 966, 1010],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
14,18,2,[5, 6, 7, 8, 12, 13, 15, 17, 35, 52, 61, 108, 243, 954, 956, 962, 966, 1010],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
15,18,0,[5, 6, 7, 8, 12, 13, 15, 17, 35, 52, 61, 108, 243, 954, 956, 962, 966, 1010],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
