1,1,0,[1],[0]
2,6,2,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
3,6,8,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
4,1,0,[4],[0]
5,6,0,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
6,6,0,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
7,6,4,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
8,6,1,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
9,6,0,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
10,6,5,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
11,6,10,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
12,6,5,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
13,6,8,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
14,6,1,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
15,6,2,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
16,6,2,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
17,3,0,[17, 52, 235],[1, 0, 0]
18,6,2,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
19,6,11,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
20,6,0,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
21,6,6,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
22,6,9,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
23,6,6,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
24,6,1,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
25,6,6,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
26,6,3,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
27,6,1,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
28,6,11,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
29,6,8,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
30,6,6,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
31,6,14,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
32,6,6,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
33,6,2,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
34,6,12,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
35,6,6,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
36,6,6,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
37,6,8,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
38,6,7,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
39,6,3,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
40,6,11,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
41,6,5,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
42,6,6,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
43,6,8,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
44,6,3,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
45,6,11,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
46,6,7,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
47,6,17,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
48,6,11,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
49,6,2,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
50,6,6,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
51,6,1,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
52,3,0,[17, 52, 235],[1, 0, 0]
53,6,14,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
54,6,11,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
55,6,3,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
56,6,9,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
57,6,10,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
58,6,15,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
59,6,12,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
60,6,6,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
61,6,10,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
62,6,3,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
63,6,9,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
64,6,6,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
65,6,3,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
66,6,3,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
67,6,3,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
68,6,7,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
69,6,4,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
70,6,2,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
71,6,14,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
72,6,6,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
73,6,4,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
74,6,4,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
75,6,9,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
76,6,7,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
77,6,3,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
78,6,3,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
79,6,2,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
80,6,9,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
81,6,6,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
82,6,9,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
83,6,8,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
84,6,2,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
85,6,10,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
86,6,12,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
87,6,7,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
88,3,1,[17, 52, 235],[1, 0, 0]
89,6,3,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
90,6,9,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
91,6,1,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
92,6,2,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
93,6,13,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
94,6,3,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
95,6,2,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
96,6,9,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
97,6,4,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
98,6,3,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
99,3,1,[17, 52, 235],[1, 0, 0]
100,6,2,[5, 6, 9, 20, 223, 441],[1, 0, 0, 0, 1, 0]
