1,1,0,[1]
2,5,15,[6, 5, 84, 14, 9]
3,5,12,[6, 5, 84, 14, 9]
4,1,0,[4]
5,5,4,[84, 14, 9, 6, 5]
6,5,4,[5, 84, 14, 9, 6]
7,5,12,[6, 5, 84, 14, 9]
8,5,5,[5, 84, 14, 9, 6]
9,5,4,[6, 5, 84, 14, 9]
10,5,13,[6, 5, 84, 14, 9]
11,5,9,[6, 5, 84, 14, 9]
12,5,13,[6, 5, 84, 14, 9]
13,5,7,[6, 5, 84, 14, 9]
14,5,4,[9, 6, 5, 84, 14]
15,5,6,[5, 84, 14, 9, 6]
16,5,6,[5, 84, 14, 9, 6]
17,5,9,[6, 5, 84, 14, 9]
18,5,6,[5, 84, 14, 9, 6]
19,5,8,[5, 84, 14, 9, 6]
20,5,5,[6, 5, 84, 14, 9]
21,5,14,[6, 5, 84, 14, 9]
22,5,8,[6, 5, 84, 14, 9]
23,5,10,[6, 5, 84, 14, 9]
24,5,5,[6, 5, 84, 14, 9]
25,5,14,[6, 5, 84, 14, 9]
26,5,7,[5, 84, 14, 9, 6]
27,5,5,[6, 5, 84, 14, 9]
28,5,10,[6, 5, 84, 14, 9]
29,5,9,[6, 5, 84, 14, 9]
30,5,14,[6, 5, 84, 14, 9]
31,5,8,[5, 84, 14, 9, 6]
32,5,14,[6, 5, 84, 14, 9]
33,5,5,[9, 6, 5, 84, 14]
34,5,9,[5, 84, 14, 9, 6]
35,5,14,[6, 5, 84, 14, 9]
36,5,14,[6, 5, 84, 14, 9]
37,5,7,[9, 6, 5, 84, 14]
38,5,15,[6, 5, 84, 14, 9]
39,5,7,[5, 84, 14, 9, 6]
40,5,10,[6, 5, 84, 14, 9]
41,5,6,[9, 6, 5, 84, 14]
42,5,14,[6, 5, 84, 14, 9]
43,5,10,[6, 5, 84, 14, 9]
44,5,7,[5, 84, 14, 9, 6]
45,5,10,[6, 5, 84, 14, 9]
46,5,15,[6, 5, 84, 14, 9]
47,5,8,[5, 84, 14, 9, 6]
48,5,10,[6, 5, 84, 14, 9]
49,5,5,[9, 6, 5, 84, 14]
50,5,14,[6, 5, 84, 14, 9]
51,5,6,[6, 5, 84, 14, 9]
52,5,10,[6, 5, 84, 14, 9]
53,5,8,[5, 84, 14, 9, 6]
54,5,10,[6, 5, 84, 14, 9]
55,5,7,[5, 84, 14, 9, 6]
