1,1,0,[1]
2,12,15,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
3,12,16,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
4,1,0,[4]
5,12,11,[171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6, 5]
6,12,11,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
7,12,11,[173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10, 7]
8,12,12,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
9,12,11,[6, 5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9]
10,12,11,[7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10]
11,12,14,[14, 9, 6, 5, 171, 25, 10, 7, 173, 339, 116, 33]
12,12,12,[173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10, 7]
13,12,17,[10, 7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25]
14,12,11,[9, 6, 5, 171, 25, 10, 7, 173, 339, 116, 33, 14]
15,12,13,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
16,12,13,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
17,12,15,[173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10, 7]
18,12,13,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
19,12,15,[173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10, 7]
20,12,12,[6, 5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9]
21,12,12,[7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10]
22,12,18,[10, 7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25]
23,12,15,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
24,12,12,[6, 5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9]
25,12,11,[10, 7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25]
26,12,14,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
27,12,12,[6, 5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9]
28,12,15,[14, 9, 6, 5, 171, 25, 10, 7, 173, 339, 116, 33]
29,12,14,[7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10]
30,12,12,[7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10]
31,12,14,[10, 7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25]
32,12,12,[7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10]
33,12,11,[14, 9, 6, 5, 171, 25, 10, 7, 173, 339, 116, 33]
34,12,16,[173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10, 7]
35,12,13,[173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10, 7]
36,12,12,[7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10]
37,12,14,[7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10]
38,12,13,[7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10]
39,12,14,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
40,12,15,[14, 9, 6, 5, 171, 25, 10, 7, 173, 339, 116, 33]
41,12,16,[7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10]
42,12,13,[173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10, 7]
43,12,14,[7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10]
44,12,14,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
45,12,15,[14, 9, 6, 5, 171, 25, 10, 7, 173, 339, 116, 33]
46,12,12,[10, 7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25]
47,12,17,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
48,12,15,[14, 9, 6, 5, 171, 25, 10, 7, 173, 339, 116, 33]
49,12,12,[9, 6, 5, 171, 25, 10, 7, 173, 339, 116, 33, 14]
50,12,13,[173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10, 7]
51,12,13,[6, 5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9]
52,12,16,[173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10, 7]
53,12,18,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
54,12,15,[14, 9, 6, 5, 171, 25, 10, 7, 173, 339, 116, 33]
55,12,14,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
56,12,18,[10, 7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25]
57,12,19,[10, 7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25]
58,12,15,[10, 7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25]
59,12,15,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
60,12,13,[173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10, 7]
61,12,19,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
62,12,12,[14, 9, 6, 5, 171, 25, 10, 7, 173, 339, 116, 33]
63,12,18,[10, 7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25]
64,12,13,[173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10, 7]
65,12,14,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
66,12,14,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
67,12,17,[7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10]
68,12,13,[7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10]
69,12,15,[5, 171, 25, 10, 7, 173, 339, 116, 33, 14, 9, 6]
70,12,12,[9, 6, 5, 171, 25, 10, 7, 173, 339, 116, 33, 14]
71,12,17,[7, 173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10]
72,12,13,[173, 339, 116, 33, 14, 9, 6, 5, 171, 25, 10, 7]
