1,1,0,[1]
2,15,18,[7, 204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10]
3,15,18,[5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9, 6]
4,1,0,[4]
5,15,14,[202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9, 6, 5]
6,15,14,[5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9, 6]
7,15,14,[204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7]
8,15,15,[5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9, 6]
9,15,14,[6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9]
10,15,14,[7, 204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10]
11,15,17,[7, 204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10]
12,15,15,[204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7]
13,15,16,[214, 109, 306, 25, 10, 7, 204, 24, 9, 6, 5, 202, 103, 300, 17]
14,15,15,[6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9]
15,15,16,[5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9, 6]
16,15,16,[5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9, 6]
17,15,14,[214, 109, 306, 25, 10, 7, 204, 24, 9, 6, 5, 202, 103, 300, 17]
18,15,16,[5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9, 6]
19,15,18,[5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9, 6]
20,15,15,[6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9]
21,15,15,[7, 204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10]
22,15,17,[214, 109, 306, 25, 10, 7, 204, 24, 9, 6, 5, 202, 103, 300, 17]
23,15,17,[6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9]
24,15,14,[9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24]
25,15,14,[10, 7, 204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25]
26,15,17,[5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9, 6]
27,15,15,[6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9]
28,15,18,[7, 204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10]
29,15,21,[7, 204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10]
30,15,15,[7, 204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10]
31,15,19,[5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9, 6]
32,15,15,[7, 204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10]
33,15,16,[6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9]
34,15,19,[5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9, 6]
35,15,16,[204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7]
36,15,15,[7, 204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10]
37,15,17,[7, 204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10]
