1,1,0,[1]
2,4,12,[6, 5, 20, 9]
3,4,3,[6, 5, 20, 9]
4,1,0,[4]
5,4,0,[5, 20, 9, 6]
6,4,0,[6, 5, 20, 9]
7,4,8,[6, 5, 20, 9]
8,4,1,[6, 5, 20, 9]
9,4,0,[9, 6, 5, 20]
10,4,9,[6, 5, 20, 9]
11,4,4,[6, 5, 20, 9]
12,4,9,[6, 5, 20, 9]
13,4,6,[6, 5, 20, 9]
14,4,1,[9, 6, 5, 20]
15,4,2,[6, 5, 20, 9]
16,4,2,[6, 5, 20, 9]
17,4,11,[6, 5, 20, 9]
18,4,2,[6, 5, 20, 9]
19,2,0,[19, 34]
20,4,0,[20, 9, 6, 5]
21,4,10,[6, 5, 20, 9]
22,4,7,[6, 5, 20, 9]
23,4,12,[6, 5, 20, 9]
24,4,1,[9, 6, 5, 20]
25,4,10,[6, 5, 20, 9]
26,4,3,[6, 5, 20, 9]
27,4,1,[9, 6, 5, 20]
28,4,5,[6, 5, 20, 9]
29,4,4,[6, 5, 20, 9]
30,4,10,[6, 5, 20, 9]
31,4,12,[6, 5, 20, 9]
32,4,10,[6, 5, 20, 9]
33,4,2,[9, 6, 5, 20]
34,2,0,[34, 19]
35,4,10,[6, 5, 20, 9]
36,4,10,[6, 5, 20, 9]
37,4,13,[6, 5, 20, 9]
38,4,11,[6, 5, 20, 9]
39,4,3,[6, 5, 20, 9]
40,4,5,[6, 5, 20, 9]
41,4,8,[6, 5, 20, 9]
42,4,10,[6, 5, 20, 9]
43,4,14,[6, 5, 20, 9]
44,4,3,[6, 5, 20, 9]
45,4,5,[6, 5, 20, 9]
46,4,11,[6, 5, 20, 9]
47,4,4,[9, 6, 5, 20]
48,4,5,[6, 5, 20, 9]
49,4,2,[9, 6, 5, 20]
50,4,10,[6, 5, 20, 9]
51,4,1,[20, 9, 6, 5]
52,4,12,[6, 5, 20, 9]
53,4,12,[6, 5, 20, 9]
54,4,5,[6, 5, 20, 9]
55,4,3,[6, 5, 20, 9]
56,4,7,[6, 5, 20, 9]
57,4,8,[6, 5, 20, 9]
58,4,13,[6, 5, 20, 9]
59,4,5,[6, 5, 20, 9]
60,4,10,[6, 5, 20, 9]
61,4,14,[6, 5, 20, 9]
62,4,3,[9, 6, 5, 20]
63,4,7,[6, 5, 20, 9]
64,4,10,[6, 5, 20, 9]
65,4,3,[6, 5, 20, 9]
66,4,3,[6, 5, 20, 9]
67,4,16,[6, 5, 20, 9]
68,4,11,[6, 5, 20, 9]
69,4,4,[6, 5, 20, 9]
70,4,2,[9, 6, 5, 20]
71,4,7,[6, 5, 20, 9]
72,4,10,[6, 5, 20, 9]
73,4,13,[6, 5, 20, 9]
74,4,4,[6, 5, 20, 9]
75,4,7,[6, 5, 20, 9]
76,4,13,[6, 5, 20, 9]
77,4,3,[6, 5, 20, 9]
78,4,3,[6, 5, 20, 9]
79,4,4,[9, 6, 5, 20]
80,4,7,[6, 5, 20, 9]
81,4,10,[6, 5, 20, 9]
82,4,15,[6, 5, 20, 9]
83,4,4,[6, 5, 20, 9]
84,4,2,[9, 6, 5, 20]
85,4,8,[6, 5, 20, 9]
86,4,6,[6, 5, 20, 9]
87,4,11,[6, 5, 20, 9]
88,4,12,[6, 5, 20, 9]
89,2,2,[19, 34]
90,4,7,[6, 5, 20, 9]
91,4,1,[20, 9, 6, 5]
92,4,2,[9, 6, 5, 20]
93,2,1,[34, 19]
94,4,3,[9, 6, 5, 20]
95,4,2,[9, 6, 5, 20]
96,4,7,[6, 5, 20, 9]
97,4,4,[6, 5, 20, 9]
98,4,3,[6, 5, 20, 9]
99,4,12,[6, 5, 20, 9]
100,4,2,[9, 6, 5, 20]
