1,1,0,[1],[0]
2,22,7,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
3,22,4,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
4,1,0,[4],[0]
5,22,0,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
6,22,0,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
7,22,0,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
8,22,0,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
9,22,1,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
10,22,1,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
11,22,15,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
12,22,0,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
13,22,8,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
14,22,2,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
15,22,1,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
16,22,1,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
17,22,19,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
18,22,0,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
19,22,18,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
20,22,2,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
21,22,2,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
22,22,9,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
23,22,11,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
24,22,2,[5, 6, 7, 8, 12, 18, 29, 61, 64, 77, 103, 118, 183, 184, 202, 362, 541, 543, 565, 597, 639, 1077],[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
