1,1,0,[1],[0]
2,15,4,[5, 6, 7, 8, 12, 16, 41, 42, 66, 377, 379, 413, 751, 1123, 1495],[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]
3,15,3,[5, 6, 7, 8, 12, 16, 41, 42, 66, 377, 379, 413, 751, 1123, 1495],[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]
4,1,0,[4],[0]
5,15,0,[5, 6, 7, 8, 12, 16, 41, 42, 66, 377, 379, 413, 751, 1123, 1495],[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]
6,15,0,[5, 6, 7, 8, 12, 16, 41, 42, 66, 377, 379, 413, 751, 1123, 1495],[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]
7,15,0,[5, 6, 7, 8, 12, 16, 41, 42, 66, 377, 379, 413, 751, 1123, 1495],[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]
8,15,0,[5, 6, 7, 8, 12, 16, 41, 42, 66, 377, 379, 413, 751, 1123, 1495],[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]
9,15,1,[5, 6, 7, 8, 12, 16, 41, 42, 66, 377, 379, 413, 751, 1123, 1495],[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]
10,15,1,[5, 6, 7, 8, 12, 16, 41, 42, 66, 377, 379, 413, 751, 1123, 1495],[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]
11,15,6,[5, 6, 7, 8, 12, 16, 41, 42, 66, 377, 379, 413, 751, 1123, 1495],[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]
12,15,0,[5, 6, 7, 8, 12, 16, 41, 42, 66, 377, 379, 413, 751, 1123, 1495],[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]
13,15,7,[5, 6, 7, 8, 12, 16, 41, 42, 66, 377, 379, 413, 751, 1123, 1495],[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]
14,15,2,[5, 6, 7, 8, 12, 16, 41, 42, 66, 377, 379, 413, 751, 1123, 1495],[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]
15,15,1,[5, 6, 7, 8, 12, 16, 41, 42, 66, 377, 379, 413, 751, 1123, 1495],[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]
16,15,0,[5, 6, 7, 8, 12, 16, 41, 42, 66, 377, 379, 413, 751, 1123, 1495],[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]
17,15,7,[5, 6, 7, 8, 12, 16, 41, 42, 66, 377, 379, 413, 751, 1123, 1495],[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]
18,15,1,[5, 6, 7, 8, 12, 16, 41, 42, 66, 377, 379, 413, 751, 1123, 1495],[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]
19,15,9,[5, 6, 7, 8, 12, 16, 41, 42, 66, 377, 379, 413, 751, 1123, 1495],[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]
