1,1,0,[1]
2,15,4,[10, 7, 204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25]
3,15,4,[6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9]
4,1,0,[4]
5,15,0,[5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9, 6]
6,15,0,[6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9]
7,15,0,[7, 204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10]
8,15,1,[6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9]
9,15,0,[9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24]
10,15,0,[10, 7, 204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25]
11,15,3,[10, 7, 204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25]
12,15,1,[7, 204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10]
13,15,2,[17, 214, 109, 306, 25, 10, 7, 204, 24, 9, 6, 5, 202, 103, 300]
14,15,1,[9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24]
15,15,2,[6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9]
16,15,2,[6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9]
17,15,0,[17, 214, 109, 306, 25, 10, 7, 204, 24, 9, 6, 5, 202, 103, 300]
18,15,2,[6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9]
19,15,4,[6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24, 9]
20,15,1,[9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25, 10, 7, 204, 24]
21,15,1,[10, 7, 204, 24, 9, 6, 5, 202, 103, 300, 17, 214, 109, 306, 25]
