1,1,0,[1]
2,16,2,[14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100]
3,16,6,[10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36]
4,1,0,[4]
5,16,0,[5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6]
6,16,0,[6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9]
7,16,0,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
8,16,1,[6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9]
9,16,0,[9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14]
10,16,0,[10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36]
11,16,7,[10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36]
12,16,1,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
13,16,0,[13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56]
14,16,0,[14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100]
15,16,2,[6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9]
16,16,2,[6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9]
17,16,0,[17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6, 5, 147]
18,16,2,[6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9]
19,16,3,[10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36]
20,16,1,[9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14]
21,16,1,[10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36]
22,16,1,[13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56]
23,16,5,[10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36]
24,16,1,[9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14]
25,16,1,[10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36]
26,16,3,[6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9]
27,16,1,[9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14]
28,16,8,[10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36]
29,16,3,[10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36]
30,16,1,[10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36]
31,16,5,[6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9]
32,16,1,[10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36]
33,16,1,[14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100]
34,16,4,[10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36]
35,16,2,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
36,16,0,[36, 10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155]
37,16,6,[6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9]
38,16,2,[10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36]
