1  1  [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2  5  [16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5]
3  5  [6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16]
4  1  [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
5  5  [16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5]
6  5  [98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6]
7  5  [16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5]
8  5  [5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8]
9  5  [5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8]
10  5  [98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6]
11  5  [5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8]
12  5  [98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6]
13  5  [98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6]
14  5  [6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16]
15  5  [6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16]
16  5  [6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16]
17  5  [16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5]
18  5  [6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16]
19  5  [16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5]
20  5  [6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16]
21  5  [5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8]
22  5  [5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8]
23  5  [98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6]
24  5  [6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16]
25  5  [5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8]
26  5  [8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98]
27  5  [6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16]
28  5  [6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16]
29  5  [8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98]
30  5  [5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8, 6, 5, 98, 16, 8]
