1,1,0,[1],[0]
2,7,3,[7, 10, 25, 46, 73, 139, 205],[1, 0, 0, 0, 1, 1, 0]
3,7,11,[7, 10, 25, 46, 73, 139, 205],[1, 0, 0, 0, 1, 1, 0]
4,1,0,[4],[0]
5,7,5,[7, 10, 25, 46, 73, 139, 205],[1, 0, 0, 0, 1, 1, 0]
6,7,6,[7, 10, 25, 46, 73, 139, 205],[1, 0, 0, 0, 1, 1, 0]
7,7,0,[7, 10, 25, 46, 73, 139, 205],[1, 0, 0, 0, 1, 1, 0]
8,7,7,[7, 10, 25, 46, 73, 139, 205],[1, 0, 0, 0, 1, 1, 0]
9,7,7,[7, 10, 25, 46, 73, 139, 205],[1, 0, 0, 0, 1, 1, 0]
10,7,0,[7, 10, 25, 46, 73, 139, 205],[1, 0, 0, 0, 1, 1, 0]
11,7,10,[7, 10, 25, 46, 73, 139, 205],[1, 0, 0, 0, 1, 1, 0]
12,7,1,[7, 10, 25, 46, 73, 139, 205],[1, 0, 0, 0, 1, 1, 0]
13,7,0,[13, 19, 22, 34, 79, 85, 145],[1, 1, 0, 0, 1, 0, 0]
14,7,8,[7, 10, 25, 46, 73, 139, 205],[1, 0, 0, 0, 1, 1, 0]
15,7,8,[7, 10, 25, 46, 73, 139, 205],[1, 0, 0, 0, 1, 1, 0]
16,7,8,[7, 10, 25, 46, 73, 139, 205],[1, 0, 0, 0, 1, 1, 0]
17,7,15,[7, 10, 25, 46, 73, 139, 205],[1, 0, 0, 0, 1, 1, 0]
18,7,8,[7, 10, 25, 46, 73, 139, 205],[1, 0, 0, 0, 1, 1, 0]
19,7,0,[13, 19, 22, 34, 79, 85, 145],[1, 1, 0, 0, 1, 0, 0]
20,7,8,[7, 10, 25, 46, 73, 139, 205],[1, 0, 0, 0, 1, 1, 0]
21,7,1,[7, 10, 25, 46, 73, 139, 205],[1, 0, 0, 0, 1, 1, 0]
22,7,0,[13, 19, 22, 34, 79, 85, 145],[1, 1, 0, 0, 1, 0, 0]
