1,1,0,[1]
2,16,17,[7, 37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10]
3,16,23,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
4,1,0,[4]
5,16,18,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
6,16,19,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
7,16,15,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
8,16,20,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
9,16,20,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
10,16,15,[7, 37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10]
11,16,15,[41, 71, 101, 131, 161, 30, 10, 7, 37, 67, 97, 127, 157, 187, 28, 11]
12,16,16,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
13,16,27,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
14,16,21,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
15,16,21,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
16,16,21,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
17,16,24,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
18,16,21,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
19,16,23,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
20,16,21,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
21,16,16,[7, 37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10]
22,16,28,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
23,16,26,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
24,16,21,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
25,16,16,[7, 37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10]
26,16,22,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
27,16,21,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
28,16,15,[11, 41, 71, 101, 131, 161, 30, 10, 7, 37, 67, 97, 127, 157, 187, 28]
29,16,25,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
30,16,15,[10, 7, 37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30]
31,16,24,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
32,16,16,[7, 37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10]
33,16,22,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
34,16,24,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
35,16,17,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
36,16,16,[7, 37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10]
37,16,15,[67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7, 37]
38,16,17,[7, 37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10]
39,16,22,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
40,16,16,[41, 71, 101, 131, 161, 30, 10, 7, 37, 67, 97, 127, 157, 187, 28, 11]
41,16,15,[71, 101, 131, 161, 30, 10, 7, 37, 67, 97, 127, 157, 187, 28, 11, 41]
42,16,17,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
43,16,26,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
44,16,22,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
45,16,16,[41, 71, 101, 131, 161, 30, 10, 7, 37, 67, 97, 127, 157, 187, 28, 11]
46,16,17,[7, 37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10]
47,16,23,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
48,16,16,[41, 71, 101, 131, 161, 30, 10, 7, 37, 67, 97, 127, 157, 187, 28, 11]
49,16,22,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
50,16,17,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
51,16,22,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
52,16,25,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
53,16,25,[37, 67, 97, 127, 157, 187, 28, 11, 41, 71, 101, 131, 161, 30, 10, 7]
