1,1,0,[1]
2,6,14,[5, 188, 51, 20, 9, 6]
3,6,14,[5, 188, 51, 20, 9, 6]
4,1,0,[4]
5,6,5,[188, 51, 20, 9, 6, 5]
6,6,5,[5, 188, 51, 20, 9, 6]
7,6,10,[5, 188, 51, 20, 9, 6]
8,6,6,[5, 188, 51, 20, 9, 6]
9,6,5,[6, 5, 188, 51, 20, 9]
10,6,11,[5, 188, 51, 20, 9, 6]
11,6,12,[5, 188, 51, 20, 9, 6]
12,6,11,[5, 188, 51, 20, 9, 6]
13,6,9,[5, 188, 51, 20, 9, 6]
14,6,6,[6, 5, 188, 51, 20, 9]
15,6,7,[5, 188, 51, 20, 9, 6]
16,6,7,[5, 188, 51, 20, 9, 6]
17,6,9,[5, 188, 51, 20, 9, 6]
18,6,7,[5, 188, 51, 20, 9, 6]
19,6,12,[5, 188, 51, 20, 9, 6]
20,6,5,[9, 6, 5, 188, 51, 20]
21,6,12,[5, 188, 51, 20, 9, 6]
22,6,10,[5, 188, 51, 20, 9, 6]
23,6,10,[5, 188, 51, 20, 9, 6]
24,6,6,[6, 5, 188, 51, 20, 9]
25,6,12,[5, 188, 51, 20, 9, 6]
26,6,8,[5, 188, 51, 20, 9, 6]
27,6,6,[6, 5, 188, 51, 20, 9]
28,6,13,[5, 188, 51, 20, 9, 6]
29,6,13,[5, 188, 51, 20, 9, 6]
30,6,12,[5, 188, 51, 20, 9, 6]
31,6,12,[5, 188, 51, 20, 9, 6]
32,6,12,[5, 188, 51, 20, 9, 6]
33,6,7,[6, 5, 188, 51, 20, 9]
34,6,13,[5, 188, 51, 20, 9, 6]
35,6,12,[5, 188, 51, 20, 9, 6]
36,6,12,[5, 188, 51, 20, 9, 6]
37,6,7,[9, 6, 5, 188, 51, 20]
38,6,13,[5, 188, 51, 20, 9, 6]
39,6,8,[5, 188, 51, 20, 9, 6]
40,6,13,[5, 188, 51, 20, 9, 6]
41,6,11,[5, 188, 51, 20, 9, 6]
42,6,12,[5, 188, 51, 20, 9, 6]
43,6,16,[5, 188, 51, 20, 9, 6]
44,6,8,[5, 188, 51, 20, 9, 6]
45,6,13,[5, 188, 51, 20, 9, 6]
46,6,13,[5, 188, 51, 20, 9, 6]
47,6,14,[5, 188, 51, 20, 9, 6]
48,6,13,[5, 188, 51, 20, 9, 6]
49,6,7,[6, 5, 188, 51, 20, 9]
50,6,12,[5, 188, 51, 20, 9, 6]
51,6,5,[20, 9, 6, 5, 188, 51]
52,6,10,[5, 188, 51, 20, 9, 6]
53,6,12,[5, 188, 51, 20, 9, 6]
54,6,13,[5, 188, 51, 20, 9, 6]
55,6,8,[5, 188, 51, 20, 9, 6]
56,6,10,[5, 188, 51, 20, 9, 6]
57,6,11,[5, 188, 51, 20, 9, 6]
58,6,13,[5, 188, 51, 20, 9, 6]
59,6,8,[6, 5, 188, 51, 20, 9]
60,6,12,[5, 188, 51, 20, 9, 6]
61,6,10,[5, 188, 51, 20, 9, 6]
62,6,8,[6, 5, 188, 51, 20, 9]
63,6,10,[5, 188, 51, 20, 9, 6]
64,6,12,[5, 188, 51, 20, 9, 6]
65,6,8,[5, 188, 51, 20, 9, 6]
66,6,8,[5, 188, 51, 20, 9, 6]
67,6,11,[5, 188, 51, 20, 9, 6]
68,6,13,[5, 188, 51, 20, 9, 6]
69,6,9,[5, 188, 51, 20, 9, 6]
70,6,7,[6, 5, 188, 51, 20, 9]
71,6,16,[5, 188, 51, 20, 9, 6]
72,6,12,[5, 188, 51, 20, 9, 6]
73,6,9,[5, 188, 51, 20, 9, 6]
74,6,9,[5, 188, 51, 20, 9, 6]
75,6,10,[5, 188, 51, 20, 9, 6]
76,6,11,[5, 188, 51, 20, 9, 6]
77,6,8,[5, 188, 51, 20, 9, 6]
78,6,8,[5, 188, 51, 20, 9, 6]
79,6,11,[5, 188, 51, 20, 9, 6]
80,6,10,[5, 188, 51, 20, 9, 6]
81,6,12,[5, 188, 51, 20, 9, 6]
82,6,17,[5, 188, 51, 20, 9, 6]
83,6,15,[5, 188, 51, 20, 9, 6]
84,6,7,[6, 5, 188, 51, 20, 9]
85,6,11,[5, 188, 51, 20, 9, 6]
86,6,14,[5, 188, 51, 20, 9, 6]
87,6,13,[5, 188, 51, 20, 9, 6]
88,6,10,[5, 188, 51, 20, 9, 6]
89,6,14,[5, 188, 51, 20, 9, 6]
90,6,10,[5, 188, 51, 20, 9, 6]
91,6,6,[9, 6, 5, 188, 51, 20]
92,6,7,[6, 5, 188, 51, 20, 9]
93,6,14,[5, 188, 51, 20, 9, 6]
94,6,8,[6, 5, 188, 51, 20, 9]
95,6,7,[6, 5, 188, 51, 20, 9]
96,6,10,[5, 188, 51, 20, 9, 6]
97,6,9,[5, 188, 51, 20, 9, 6]
98,6,8,[5, 188, 51, 20, 9, 6]
99,6,10,[5, 188, 51, 20, 9, 6]
100,6,7,[6, 5, 188, 51, 20, 9]
101,6,12,[5, 188, 51, 20, 9, 6]
102,6,11,[5, 188, 51, 20, 9, 6]
103,6,10,[5, 188, 51, 20, 9, 6]
104,6,13,[5, 188, 51, 20, 9, 6]
105,6,8,[5, 188, 51, 20, 9, 6]
106,6,9,[5, 188, 51, 20, 9, 6]
107,6,14,[5, 188, 51, 20, 9, 6]
108,6,10,[5, 188, 51, 20, 9, 6]
109,6,10,[5, 188, 51, 20, 9, 6]
110,6,8,[5, 188, 51, 20, 9, 6]
111,6,14,[5, 188, 51, 20, 9, 6]
112,6,8,[5, 188, 51, 20, 9, 6]
113,6,18,[5, 188, 51, 20, 9, 6]
114,6,7,[6, 5, 188, 51, 20, 9]
115,6,14,[5, 188, 51, 20, 9, 6]
116,6,8,[6, 5, 188, 51, 20, 9]
117,6,13,[5, 188, 51, 20, 9, 6]
118,6,11,[5, 188, 51, 20, 9, 6]
119,6,7,[6, 5, 188, 51, 20, 9]
120,6,7,[6, 5, 188, 51, 20, 9]
121,6,11,[5, 188, 51, 20, 9, 6]
122,6,11,[5, 188, 51, 20, 9, 6]
123,6,9,[5, 188, 51, 20, 9, 6]
124,6,13,[5, 188, 51, 20, 9, 6]
125,6,8,[5, 188, 51, 20, 9, 6]
126,6,8,[5, 188, 51, 20, 9, 6]
127,6,15,[5, 188, 51, 20, 9, 6]
128,6,7,[6, 5, 188, 51, 20, 9]
129,6,14,[5, 188, 51, 20, 9, 6]
130,6,6,[9, 6, 5, 188, 51, 20]
131,6,13,[5, 188, 51, 20, 9, 6]
132,6,8,[5, 188, 51, 20, 9, 6]
133,6,9,[5, 188, 51, 20, 9, 6]
134,6,10,[5, 188, 51, 20, 9, 6]
135,6,7,[6, 5, 188, 51, 20, 9]
136,6,11,[5, 188, 51, 20, 9, 6]
137,6,11,[5, 188, 51, 20, 9, 6]
138,6,14,[5, 188, 51, 20, 9, 6]
139,6,14,[5, 188, 51, 20, 9, 6]
140,6,8,[5, 188, 51, 20, 9, 6]
141,6,13,[5, 188, 51, 20, 9, 6]
142,6,10,[5, 188, 51, 20, 9, 6]
143,6,7,[6, 5, 188, 51, 20, 9]
144,6,7,[6, 5, 188, 51, 20, 9]
145,6,14,[5, 188, 51, 20, 9, 6]
146,6,11,[5, 188, 51, 20, 9, 6]
147,6,10,[5, 188, 51, 20, 9, 6]
148,6,12,[5, 188, 51, 20, 9, 6]
149,6,15,[5, 188, 51, 20, 9, 6]
150,6,8,[5, 188, 51, 20, 9, 6]
151,6,11,[5, 188, 51, 20, 9, 6]
152,6,13,[5, 188, 51, 20, 9, 6]
153,6,11,[5, 188, 51, 20, 9, 6]
154,6,6,[9, 6, 5, 188, 51, 20]
155,6,13,[5, 188, 51, 20, 9, 6]
156,6,6,[9, 6, 5, 188, 51, 20]
157,6,10,[5, 188, 51, 20, 9, 6]
158,6,13,[5, 188, 51, 20, 9, 6]
159,6,11,[5, 188, 51, 20, 9, 6]
160,6,8,[5, 188, 51, 20, 9, 6]
161,6,13,[5, 188, 51, 20, 9, 6]
162,6,7,[6, 5, 188, 51, 20, 9]
163,6,12,[5, 188, 51, 20, 9, 6]
164,6,14,[5, 188, 51, 20, 9, 6]
165,6,13,[5, 188, 51, 20, 9, 6]
166,6,12,[5, 188, 51, 20, 9, 6]
167,6,14,[5, 188, 51, 20, 9, 6]
168,6,8,[5, 188, 51, 20, 9, 6]
169,6,9,[5, 188, 51, 20, 9, 6]
170,6,7,[6, 5, 188, 51, 20, 9]
171,6,13,[5, 188, 51, 20, 9, 6]
172,6,15,[5, 188, 51, 20, 9, 6]
173,6,16,[5, 188, 51, 20, 9, 6]
174,6,14,[5, 188, 51, 20, 9, 6]
175,6,10,[5, 188, 51, 20, 9, 6]
176,6,13,[5, 188, 51, 20, 9, 6]
177,6,9,[6, 5, 188, 51, 20, 9]
178,6,7,[9, 6, 5, 188, 51, 20]
179,6,15,[5, 188, 51, 20, 9, 6]
180,6,8,[5, 188, 51, 20, 9, 6]
181,6,8,[6, 5, 188, 51, 20, 9]
