1,1,0,[1],[0]
2,23,8,[5, 6, 7, 8, 12, 17, 18, 19, 34, 60, 65, 88, 244, 599, 601, 611, 613, 1193, 1195, 1207, 1787, 2381, 2975],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]
3,23,10,[5, 6, 7, 8, 12, 17, 18, 19, 34, 60, 65, 88, 244, 599, 601, 611, 613, 1193, 1195, 1207, 1787, 2381, 2975],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]
4,1,0,[4],[0]
5,23,0,[5, 6, 7, 8, 12, 17, 18, 19, 34, 60, 65, 88, 244, 599, 601, 611, 613, 1193, 1195, 1207, 1787, 2381, 2975],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]
6,23,0,[5, 6, 7, 8, 12, 17, 18, 19, 34, 60, 65, 88, 244, 599, 601, 611, 613, 1193, 1195, 1207, 1787, 2381, 2975],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]
7,23,0,[5, 6, 7, 8, 12, 17, 18, 19, 34, 60, 65, 88, 244, 599, 601, 611, 613, 1193, 1195, 1207, 1787, 2381, 2975],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]
8,23,0,[5, 6, 7, 8, 12, 17, 18, 19, 34, 60, 65, 88, 244, 599, 601, 611, 613, 1193, 1195, 1207, 1787, 2381, 2975],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]
9,23,1,[5, 6, 7, 8, 12, 17, 18, 19, 34, 60, 65, 88, 244, 599, 601, 611, 613, 1193, 1195, 1207, 1787, 2381, 2975],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]
10,23,1,[5, 6, 7, 8, 12, 17, 18, 19, 34, 60, 65, 88, 244, 599, 601, 611, 613, 1193, 1195, 1207, 1787, 2381, 2975],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]
11,23,4,[5, 6, 7, 8, 12, 17, 18, 19, 34, 60, 65, 88, 244, 599, 601, 611, 613, 1193, 1195, 1207, 1787, 2381, 2975],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]
12,23,0,[5, 6, 7, 8, 12, 17, 18, 19, 34, 60, 65, 88, 244, 599, 601, 611, 613, 1193, 1195, 1207, 1787, 2381, 2975],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]
13,23,7,[5, 6, 7, 8, 12, 17, 18, 19, 34, 60, 65, 88, 244, 599, 601, 611, 613, 1193, 1195, 1207, 1787, 2381, 2975],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]
14,23,2,[5, 6, 7, 8, 12, 17, 18, 19, 34, 60, 65, 88, 244, 599, 601, 611, 613, 1193, 1195, 1207, 1787, 2381, 2975],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]
15,23,1,[5, 6, 7, 8, 12, 17, 18, 19, 34, 60, 65, 88, 244, 599, 601, 611, 613, 1193, 1195, 1207, 1787, 2381, 2975],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]
16,23,1,[5, 6, 7, 8, 12, 17, 18, 19, 34, 60, 65, 88, 244, 599, 601, 611, 613, 1193, 1195, 1207, 1787, 2381, 2975],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]
17,23,0,[5, 6, 7, 8, 12, 17, 18, 19, 34, 60, 65, 88, 244, 599, 601, 611, 613, 1193, 1195, 1207, 1787, 2381, 2975],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]
18,23,0,[5, 6, 7, 8, 12, 17, 18, 19, 34, 60, 65, 88, 244, 599, 601, 611, 613, 1193, 1195, 1207, 1787, 2381, 2975],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]
19,23,0,[5, 6, 7, 8, 12, 17, 18, 19, 34, 60, 65, 88, 244, 599, 601, 611, 613, 1193, 1195, 1207, 1787, 2381, 2975],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]
