1,1,0,[1]
2,15,18,[379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6, 5, 377, 42, 12, 7]
3,15,17,[6, 5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8]
4,1,0,[4]
5,15,14,[377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6, 5]
6,15,14,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
7,15,14,[379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6, 5, 377, 42, 12, 7]
8,15,14,[6, 5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8]
9,15,15,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
10,15,15,[379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6, 5, 377, 42, 12, 7]
11,15,20,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
12,15,14,[7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6, 5, 377, 42, 12]
13,15,21,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
14,15,16,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
15,15,15,[6, 5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8]
16,15,14,[8, 6, 5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16]
17,15,21,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
18,15,15,[6, 5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8]
19,15,23,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
20,15,16,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
21,15,16,[379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6, 5, 377, 42, 12, 7]
22,15,22,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
23,15,19,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
24,15,16,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
25,15,16,[379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6, 5, 377, 42, 12, 7]
26,15,16,[6, 5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8]
27,15,16,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
28,15,21,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
29,15,21,[379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6, 5, 377, 42, 12, 7]
30,15,16,[379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6, 5, 377, 42, 12, 7]
31,15,18,[6, 5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8]
32,15,16,[379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6, 5, 377, 42, 12, 7]
33,15,17,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
34,15,24,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
35,15,15,[7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6, 5, 377, 42, 12]
36,15,16,[379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6, 5, 377, 42, 12, 7]
37,15,28,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
38,15,17,[379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6, 5, 377, 42, 12, 7]
39,15,15,[8, 6, 5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16]
40,15,21,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
41,15,14,[413, 66, 16, 8, 6, 5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41]
42,15,14,[12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6, 5, 377, 42]
43,15,24,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
44,15,16,[6, 5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8]
45,15,21,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
46,15,17,[379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6, 5, 377, 42, 12, 7]
47,15,20,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
48,15,21,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
49,15,17,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
50,15,15,[7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6, 5, 377, 42, 12]
51,15,17,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
52,15,22,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
53,15,18,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
54,15,21,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
55,15,15,[8, 6, 5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16]
56,15,22,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
57,15,23,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
58,15,19,[6, 5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8]
59,15,20,[5, 377, 42, 12, 7, 379, 751, 1123, 1495, 41, 413, 66, 16, 8, 6]
