1,1,0,[1]
2,19,21,[7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10]
3,19,20,[314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17]
4,1,0,[4]
5,19,18,[302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9, 6, 5]
6,19,18,[5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9, 6]
7,19,18,[304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7]
8,19,19,[5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9, 6]
9,19,18,[6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9]
10,19,18,[7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10]
11,19,21,[310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13]
12,19,19,[304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7]
13,19,18,[310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13]
14,19,19,[6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9]
15,19,20,[5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9, 6]
16,19,20,[5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9, 6]
17,19,18,[314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17]
18,19,20,[5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9, 6]
19,19,26,[310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13]
20,19,19,[6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9]
21,19,18,[10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21]
22,19,19,[310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13]
23,19,18,[320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23]
24,19,19,[6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9]
25,19,19,[7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10]
26,19,21,[5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9, 6]
27,19,18,[9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27]
28,19,22,[310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13]
29,19,29,[310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13]
30,19,19,[7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10]
31,19,24,[6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9]
32,19,19,[7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10]
33,19,20,[6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9]
34,19,27,[310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13]
35,19,20,[304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7]
36,19,19,[7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10]
37,19,24,[5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9, 6]
38,19,18,[21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38]
39,19,21,[5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9, 6]
40,19,22,[310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13]
41,19,24,[310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13]
42,19,20,[304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7]
43,19,23,[5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9, 6]
44,19,21,[5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9, 6]
45,19,22,[310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13]
46,19,20,[7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10]
47,19,22,[6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9]
48,19,22,[310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13]
49,19,20,[6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9]
50,19,20,[304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7]
51,19,20,[6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9]
52,19,19,[314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17]
53,19,28,[310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13]
54,19,22,[310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13]
55,19,21,[5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9, 6]
56,19,18,[13, 310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56]
57,19,20,[310, 38, 21, 10, 7, 304, 27, 9, 6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13]
58,19,25,[6, 5, 302, 153, 23, 320, 17, 314, 159, 56, 13, 310, 38, 21, 10, 7, 304, 27, 9]
