1,1,0,[1],[0]
2,17,3,[5, 6, 8, 13, 15, 29, 37, 44, 53, 96, 423, 435, 842, 850, 866, 874, 890],[1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
3,17,19,[5, 6, 8, 13, 15, 29, 37, 44, 53, 96, 423, 435, 842, 850, 866, 874, 890],[1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
4,1,0,[4],[0]
5,17,0,[5, 6, 8, 13, 15, 29, 37, 44, 53, 96, 423, 435, 842, 850, 866, 874, 890],[1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
6,17,0,[5, 6, 8, 13, 15, 29, 37, 44, 53, 96, 423, 435, 842, 850, 866, 874, 890],[1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
7,17,15,[5, 6, 8, 13, 15, 29, 37, 44, 53, 96, 423, 435, 842, 850, 866, 874, 890],[1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
8,17,0,[5, 6, 8, 13, 15, 29, 37, 44, 53, 96, 423, 435, 842, 850, 866, 874, 890],[1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
9,17,1,[5, 6, 8, 13, 15, 29, 37, 44, 53, 96, 423, 435, 842, 850, 866, 874, 890],[1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
10,17,16,[5, 6, 8, 13, 15, 29, 37, 44, 53, 96, 423, 435, 842, 850, 866, 874, 890],[1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
11,17,11,[5, 6, 8, 13, 15, 29, 37, 44, 53, 96, 423, 435, 842, 850, 866, 874, 890],[1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
12,17,16,[5, 6, 8, 13, 15, 29, 37, 44, 53, 96, 423, 435, 842, 850, 866, 874, 890],[1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
13,17,0,[5, 6, 8, 13, 15, 29, 37, 44, 53, 96, 423, 435, 842, 850, 866, 874, 890],[1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
