1,1,0,[1]
2,7,13,[5, 436, 113, 544, 27, 9, 6]
3,7,18,[5, 436, 113, 544, 27, 9, 6]
4,1,0,[4]
5,7,6,[436, 113, 544, 27, 9, 6, 5]
6,7,6,[5, 436, 113, 544, 27, 9, 6]
7,7,11,[5, 436, 113, 544, 27, 9, 6]
8,7,7,[5, 436, 113, 544, 27, 9, 6]
9,7,6,[6, 5, 436, 113, 544, 27, 9]
10,7,12,[5, 436, 113, 544, 27, 9, 6]
11,7,15,[5, 436, 113, 544, 27, 9, 6]
12,7,12,[5, 436, 113, 544, 27, 9, 6]
13,7,11,[5, 436, 113, 544, 27, 9, 6]
14,7,7,[6, 5, 436, 113, 544, 27, 9]
15,7,8,[5, 436, 113, 544, 27, 9, 6]
16,7,8,[5, 436, 113, 544, 27, 9, 6]
17,7,12,[5, 436, 113, 544, 27, 9, 6]
18,7,8,[5, 436, 113, 544, 27, 9, 6]
19,7,10,[5, 436, 113, 544, 27, 9, 6]
20,7,7,[6, 5, 436, 113, 544, 27, 9]
21,7,13,[5, 436, 113, 544, 27, 9, 6]
22,7,12,[5, 436, 113, 544, 27, 9, 6]
23,4,3,[454, 229, 660, 23]
24,7,7,[6, 5, 436, 113, 544, 27, 9]
25,7,13,[5, 436, 113, 544, 27, 9, 6]
26,7,9,[5, 436, 113, 544, 27, 9, 6]
27,7,6,[9, 6, 5, 436, 113, 544, 27]
28,7,16,[5, 436, 113, 544, 27, 9, 6]
29,7,15,[5, 436, 113, 544, 27, 9, 6]
30,7,13,[5, 436, 113, 544, 27, 9, 6]
31,4,5,[454, 229, 660, 23]
32,7,13,[5, 436, 113, 544, 27, 9, 6]
33,7,8,[6, 5, 436, 113, 544, 27, 9]
34,7,11,[5, 436, 113, 544, 27, 9, 6]
35,7,13,[5, 436, 113, 544, 27, 9, 6]
36,7,13,[5, 436, 113, 544, 27, 9, 6]
37,4,5,[454, 229, 660, 23]
38,7,14,[5, 436, 113, 544, 27, 9, 6]
39,7,9,[5, 436, 113, 544, 27, 9, 6]
40,7,16,[5, 436, 113, 544, 27, 9, 6]
41,7,11,[5, 436, 113, 544, 27, 9, 6]
42,7,13,[5, 436, 113, 544, 27, 9, 6]
43,7,10,[6, 5, 436, 113, 544, 27, 9]
44,7,9,[5, 436, 113, 544, 27, 9, 6]
45,7,16,[5, 436, 113, 544, 27, 9, 6]
46,7,14,[5, 436, 113, 544, 27, 9, 6]
47,7,11,[6, 5, 436, 113, 544, 27, 9]
48,7,16,[5, 436, 113, 544, 27, 9, 6]
49,7,8,[6, 5, 436, 113, 544, 27, 9]
50,7,13,[5, 436, 113, 544, 27, 9, 6]
51,7,8,[6, 5, 436, 113, 544, 27, 9]
52,7,13,[5, 436, 113, 544, 27, 9, 6]
53,7,11,[5, 436, 113, 544, 27, 9, 6]
54,7,16,[5, 436, 113, 544, 27, 9, 6]
55,7,9,[5, 436, 113, 544, 27, 9, 6]
56,7,12,[5, 436, 113, 544, 27, 9, 6]
57,7,13,[5, 436, 113, 544, 27, 9, 6]
58,4,6,[454, 229, 660, 23]
59,7,15,[5, 436, 113, 544, 27, 9, 6]
60,7,13,[5, 436, 113, 544, 27, 9, 6]
61,7,18,[5, 436, 113, 544, 27, 9, 6]
62,7,9,[6, 5, 436, 113, 544, 27, 9]
63,7,12,[5, 436, 113, 544, 27, 9, 6]
64,7,13,[5, 436, 113, 544, 27, 9, 6]
65,7,9,[5, 436, 113, 544, 27, 9, 6]
66,7,9,[5, 436, 113, 544, 27, 9, 6]
67,7,15,[5, 436, 113, 544, 27, 9, 6]
