1,1,0,[1]
2,18,22,[5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18, 8, 6]
3,18,31,[8, 6, 5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18]
4,1,0,[4]
5,18,17,[382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18, 8, 6, 5]
6,18,17,[5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18, 8, 6]
7,18,17,[384, 17, 394, 199, 576, 18, 8, 6, 5, 382, 193, 570, 29, 406, 38, 21, 10, 7]
8,18,17,[6, 5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18, 8]
9,18,18,[5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18, 8, 6]
10,18,17,[7, 384, 17, 394, 199, 576, 18, 8, 6, 5, 382, 193, 570, 29, 406, 38, 21, 10]
11,18,28,[8, 6, 5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18]
12,18,18,[384, 17, 394, 199, 576, 18, 8, 6, 5, 382, 193, 570, 29, 406, 38, 21, 10, 7]
13,18,21,[8, 6, 5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18]
14,18,19,[5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18, 8, 6]
15,18,18,[6, 5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18, 8]
16,18,18,[6, 5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18, 8]
17,18,17,[394, 199, 576, 18, 8, 6, 5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17]
18,18,17,[8, 6, 5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18]
19,18,19,[10, 7, 384, 17, 394, 199, 576, 18, 8, 6, 5, 382, 193, 570, 29, 406, 38, 21]
20,18,19,[5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18, 8, 6]
21,18,17,[10, 7, 384, 17, 394, 199, 576, 18, 8, 6, 5, 382, 193, 570, 29, 406, 38, 21]
22,18,22,[8, 6, 5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18]
23,18,19,[8, 6, 5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18]
24,18,19,[5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18, 8, 6]
25,18,18,[7, 384, 17, 394, 199, 576, 18, 8, 6, 5, 382, 193, 570, 29, 406, 38, 21, 10]
26,18,19,[6, 5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18, 8]
27,18,19,[5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18, 8, 6]
28,18,29,[8, 6, 5, 382, 193, 570, 29, 406, 38, 21, 10, 7, 384, 17, 394, 199, 576, 18]
