1,1,0,[1],[0]
2,31,3,[5, 6, 7, 9, 10, 11, 13, 14, 17, 19, 21, 22, 34, 40, 43, 57, 144, 319, 320, 634, 644, 945, 947, 951, 953, 957, 959, 983, 1887, 1893, 1923],[1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]
3,31,4,[5, 6, 7, 9, 10, 11, 13, 14, 17, 19, 21, 22, 34, 40, 43, 57, 144, 319, 320, 634, 644, 945, 947, 951, 953, 957, 959, 983, 1887, 1893, 1923],[1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]
4,1,0,[4],[0]
5,31,0,[5, 6, 7, 9, 10, 11, 13, 14, 17, 19, 21, 22, 34, 40, 43, 57, 144, 319, 320, 634, 644, 945, 947, 951, 953, 957, 959, 983, 1887, 1893, 1923],[1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]
6,31,0,[5, 6, 7, 9, 10, 11, 13, 14, 17, 19, 21, 22, 34, 40, 43, 57, 144, 319, 320, 634, 644, 945, 947, 951, 953, 957, 959, 983, 1887, 1893, 1923],[1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]
7,31,0,[5, 6, 7, 9, 10, 11, 13, 14, 17, 19, 21, 22, 34, 40, 43, 57, 144, 319, 320, 634, 644, 945, 947, 951, 953, 957, 959, 983, 1887, 1893, 1923],[1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]
8,31,1,[5, 6, 7, 9, 10, 11, 13, 14, 17, 19, 21, 22, 34, 40, 43, 57, 144, 319, 320, 634, 644, 945, 947, 951, 953, 957, 959, 983, 1887, 1893, 1923],[1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]
9,31,0,[5, 6, 7, 9, 10, 11, 13, 14, 17, 19, 21, 22, 34, 40, 43, 57, 144, 319, 320, 634, 644, 945, 947, 951, 953, 957, 959, 983, 1887, 1893, 1923],[1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]
10,31,0,[5, 6, 7, 9, 10, 11, 13, 14, 17, 19, 21, 22, 34, 40, 43, 57, 144, 319, 320, 634, 644, 945, 947, 951, 953, 957, 959, 983, 1887, 1893, 1923],[1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]
11,31,0,[5, 6, 7, 9, 10, 11, 13, 14, 17, 19, 21, 22, 34, 40, 43, 57, 144, 319, 320, 634, 644, 945, 947, 951, 953, 957, 959, 983, 1887, 1893, 1923],[1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]
