1,1,0,[1]
2,26,29,[237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10, 7]
3,26,31,[5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6]
4,1,0,[4]
5,26,25,[235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5]
6,26,25,[5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6]
7,26,25,[237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10, 7]
8,26,25,[6, 5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8]
9,26,26,[5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6]
10,26,25,[7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10]
11,26,25,[241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11]
12,26,26,[237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10, 7]
13,26,27,[8, 6, 5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15]
14,26,27,[5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6]
15,26,25,[8, 6, 5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15]
16,26,26,[6, 5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8]
17,26,25,[247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5, 235, 52, 17]
18,26,26,[6, 5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8]
19,26,25,[249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19]
20,26,27,[5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6]
21,26,26,[7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10]
22,26,28,[8, 6, 5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15]
23,26,25,[253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23]
24,26,27,[5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6]
25,26,26,[7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10]
26,26,26,[8, 6, 5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15]
27,26,27,[5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6]
28,26,26,[241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11]
29,26,28,[8, 6, 5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15]
30,26,26,[7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10]
31,26,29,[237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10, 7]
32,26,25,[10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32]
33,26,28,[5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6]
34,26,25,[19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34]
35,26,27,[237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10, 7]
36,26,26,[7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10]
37,26,30,[5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6]
38,26,27,[7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10]
39,26,27,[6, 5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8]
40,26,26,[241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11]
41,26,31,[5, 235, 52, 17, 247, 32, 10, 7, 237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6]
42,26,27,[237, 82, 43, 273, 23, 253, 34, 19, 249, 86, 45, 11, 241, 471, 160, 15, 8, 6, 5, 235, 52, 17, 247, 32, 10, 7]
