1,1,0,[1]
2,21,23,[55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7]
3,21,24,[5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6]
4,1,0,[4]
5,21,20,[53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6, 5]
6,21,20,[5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6]
7,21,20,[55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7]
8,21,20,[6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8]
9,21,21,[5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6]
10,21,20,[7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10]
11,21,20,[59, 107, 155, 36, 10, 7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11]
12,21,21,[55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7]
13,21,27,[7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10]
14,21,22,[5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6]
15,21,21,[6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8]
16,21,20,[8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16]
17,21,23,[6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8]
18,21,21,[6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8]
19,21,20,[67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19]
20,21,22,[5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6]
21,21,21,[7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10]
22,21,28,[7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10]
23,21,25,[5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6]
24,21,22,[5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6]
25,21,21,[7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10]
26,21,22,[6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8]
27,21,22,[5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6]
28,21,20,[11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28]
29,21,23,[6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8]
30,21,21,[7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10]
31,21,27,[6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8]
32,21,21,[7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10]
33,21,23,[5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6]
34,21,21,[67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19]
35,21,22,[55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7]
36,21,20,[10, 7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36]
37,21,30,[7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10]
38,21,22,[7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10]
39,21,21,[8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16]
40,21,21,[59, 107, 155, 36, 10, 7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11]
41,21,26,[55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7]
42,21,22,[55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7]
43,21,24,[5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6]
44,21,22,[6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8]
45,21,21,[59, 107, 155, 36, 10, 7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11]
46,21,22,[7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10]
47,21,24,[5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6]
48,21,21,[59, 107, 155, 36, 10, 7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11]
49,21,23,[5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6]
50,21,22,[55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7]
51,21,23,[5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6]
52,21,24,[6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8]
53,21,20,[101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8, 6, 5, 53]
54,21,21,[59, 107, 155, 36, 10, 7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11]
55,21,20,[16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55]
56,21,28,[7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10]
57,21,29,[7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10]
58,21,28,[6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7, 55, 16, 8]
59,21,20,[107, 155, 36, 10, 7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59]
60,21,22,[55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10, 7]
61,21,26,[7, 55, 16, 8, 6, 5, 53, 101, 149, 197, 245, 19, 67, 115, 28, 11, 59, 107, 155, 36, 10]
