1,1,0,[1],[0]
2,5,7,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
3,5,4,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
4,1,0,[4],[0]
5,5,0,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
6,5,0,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
7,5,0,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
8,5,1,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
9,5,0,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
10,5,0,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
11,5,12,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
12,5,1,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
13,5,4,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
14,5,1,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
15,5,2,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
16,5,2,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
17,5,3,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
18,5,2,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
19,5,13,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
20,5,1,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
21,5,1,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
22,5,5,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
23,5,4,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
24,5,1,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
25,5,1,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
26,5,3,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
27,5,0,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
28,5,13,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
29,5,4,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
30,5,0,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
31,5,3,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
32,5,1,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
33,5,2,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
34,5,14,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
35,5,2,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
36,5,1,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
37,5,10,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
38,5,2,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
39,5,3,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
40,5,13,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
41,5,5,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
42,5,2,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
43,5,7,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
44,5,3,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
45,5,13,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
46,5,2,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
47,5,5,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
48,5,13,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
49,5,2,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
50,5,2,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
51,5,2,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
52,5,4,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
53,5,6,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
54,5,13,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
55,5,3,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
56,5,5,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
57,5,6,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
58,5,4,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
59,5,4,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
60,5,2,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
61,5,8,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
62,5,3,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
63,5,5,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
64,5,2,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
65,5,3,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
66,5,3,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
67,5,7,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
68,5,2,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
69,5,4,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
70,5,2,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
71,5,7,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
72,5,2,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
73,5,5,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
74,5,4,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
75,5,5,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
76,5,5,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
77,5,3,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
78,5,3,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
79,5,18,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
80,5,5,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
81,5,2,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
82,5,8,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
83,5,6,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
84,5,2,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
85,5,6,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
86,5,14,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
87,5,2,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
88,5,4,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
89,5,15,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
90,5,5,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
91,5,2,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
92,5,1,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
93,5,15,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
94,5,3,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
95,5,2,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
96,5,5,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
97,5,4,[7, 10, 30, 431, 855],[1, 0, 0, 1, 0]
98,5,3,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
99,5,4,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
100,5,2,[5, 6, 9, 27, 429],[1, 0, 0, 0, 0]
