1,1,0,[1]
2,14,17,[8, 6, 5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26, 15]
3,14,17,[15, 8, 6, 5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26]
4,1,0,[4]
5,14,13,[226, 115, 28, 11, 232, 35, 12, 7, 228, 26, 15, 8, 6, 5]
6,14,13,[5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26, 15, 8, 6]
7,14,13,[228, 26, 15, 8, 6, 5, 226, 115, 28, 11, 232, 35, 12, 7]
8,14,13,[6, 5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26, 15, 8]
9,14,14,[5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26, 15, 8, 6]
10,14,14,[228, 26, 15, 8, 6, 5, 226, 115, 28, 11, 232, 35, 12, 7]
11,14,13,[232, 35, 12, 7, 228, 26, 15, 8, 6, 5, 226, 115, 28, 11]
12,14,13,[7, 228, 26, 15, 8, 6, 5, 226, 115, 28, 11, 232, 35, 12]
13,14,17,[228, 26, 15, 8, 6, 5, 226, 115, 28, 11, 232, 35, 12, 7]
14,14,15,[5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26, 15, 8, 6]
15,14,13,[8, 6, 5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26, 15]
16,14,14,[6, 5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26, 15, 8]
17,14,15,[15, 8, 6, 5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26]
18,14,14,[6, 5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26, 15, 8]
19,14,16,[6, 5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26, 15, 8]
20,14,15,[5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26, 15, 8, 6]
21,14,15,[228, 26, 15, 8, 6, 5, 226, 115, 28, 11, 232, 35, 12, 7]
22,14,18,[228, 26, 15, 8, 6, 5, 226, 115, 28, 11, 232, 35, 12, 7]
23,14,17,[6, 5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26, 15, 8]
24,14,15,[5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26, 15, 8, 6]
25,14,15,[228, 26, 15, 8, 6, 5, 226, 115, 28, 11, 232, 35, 12, 7]
26,14,13,[15, 8, 6, 5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26]
27,14,15,[5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26, 15, 8, 6]
28,14,13,[11, 232, 35, 12, 7, 228, 26, 15, 8, 6, 5, 226, 115, 28]
29,14,17,[15, 8, 6, 5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26]
30,14,15,[228, 26, 15, 8, 6, 5, 226, 115, 28, 11, 232, 35, 12, 7]
31,14,17,[15, 8, 6, 5, 226, 115, 28, 11, 232, 35, 12, 7, 228, 26]
