1,1,0,[1],[0]
2,8,10,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
3,8,19,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
4,1,0,[4],[0]
5,8,8,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
6,8,9,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
7,8,15,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
8,8,10,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
9,8,10,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
10,8,16,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
11,8,5,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
12,8,16,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
13,8,0,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
14,8,11,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
15,8,11,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
16,8,11,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
17,8,14,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
18,8,11,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
19,8,0,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
20,8,11,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
21,8,17,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
22,8,1,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
23,8,14,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
24,8,11,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
25,8,17,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
26,8,12,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
27,8,11,[13, 19, 34, 90, 109, 824, 830, 920],[1, 1, 0, 0, 1, 0, 0, 0]
