1,1,0,[1],[0]
2,7,5,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
3,7,7,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
4,1,0,[4],[0]
5,7,0,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
6,7,0,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
7,7,0,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
8,7,1,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
9,7,0,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
10,7,0,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
11,7,4,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
12,7,1,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
13,7,3,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
14,7,1,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
15,7,2,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
16,7,2,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
17,7,7,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
18,7,2,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
19,7,4,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
20,7,1,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
21,7,1,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
22,7,4,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
23,7,6,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
24,7,1,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
25,7,0,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
26,7,3,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
27,7,0,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
28,7,5,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
29,7,3,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
30,7,1,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
31,7,3,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
32,7,1,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
33,7,2,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
34,7,5,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
35,7,2,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
36,7,1,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
37,7,6,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
38,7,2,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
39,7,3,[5, 6, 7, 9, 10, 25, 27],[1, 0, 1, 0, 0, 0, 0]
