1,1,0,[1]
2,7,8,[6, 5, 90, 13, 98, 16, 8]
3,7,5,[13, 98, 16, 8, 6, 5, 90]
4,1,0,[4]
5,7,0,[5, 90, 13, 98, 16, 8, 6]
6,7,0,[6, 5, 90, 13, 98, 16, 8]
7,7,4,[6, 5, 90, 13, 98, 16, 8]
8,7,0,[8, 6, 5, 90, 13, 98, 16]
9,7,1,[6, 5, 90, 13, 98, 16, 8]
10,7,5,[6, 5, 90, 13, 98, 16, 8]
11,7,2,[13, 98, 16, 8, 6, 5, 90]
12,7,5,[6, 5, 90, 13, 98, 16, 8]
13,7,0,[13, 98, 16, 8, 6, 5, 90]
14,7,2,[6, 5, 90, 13, 98, 16, 8]
15,7,1,[8, 6, 5, 90, 13, 98, 16]
16,7,0,[16, 8, 6, 5, 90, 13, 98]
17,7,3,[13, 98, 16, 8, 6, 5, 90]
18,7,1,[8, 6, 5, 90, 13, 98, 16]
19,2,0,[19, 104]
20,7,2,[6, 5, 90, 13, 98, 16, 8]
21,7,6,[6, 5, 90, 13, 98, 16, 8]
22,7,1,[13, 98, 16, 8, 6, 5, 90]
23,7,2,[13, 98, 16, 8, 6, 5, 90]
24,7,2,[6, 5, 90, 13, 98, 16, 8]
25,7,6,[6, 5, 90, 13, 98, 16, 8]
26,7,2,[8, 6, 5, 90, 13, 98, 16]
27,7,2,[6, 5, 90, 13, 98, 16, 8]
28,7,3,[13, 98, 16, 8, 6, 5, 90]
29,7,4,[6, 5, 90, 13, 98, 16, 8]
30,7,6,[6, 5, 90, 13, 98, 16, 8]
31,7,5,[6, 5, 90, 13, 98, 16, 8]
32,7,6,[6, 5, 90, 13, 98, 16, 8]
33,7,3,[6, 5, 90, 13, 98, 16, 8]
34,2,1,[19, 104]
35,7,6,[6, 5, 90, 13, 98, 16, 8]
36,7,6,[6, 5, 90, 13, 98, 16, 8]
37,7,3,[13, 98, 16, 8, 6, 5, 90]
38,7,7,[6, 5, 90, 13, 98, 16, 8]
39,7,1,[16, 8, 6, 5, 90, 13, 98]
40,7,3,[13, 98, 16, 8, 6, 5, 90]
41,7,3,[8, 6, 5, 90, 13, 98, 16]
42,7,6,[6, 5, 90, 13, 98, 16, 8]
43,7,4,[6, 5, 90, 13, 98, 16, 8]
44,7,2,[8, 6, 5, 90, 13, 98, 16]
45,7,3,[13, 98, 16, 8, 6, 5, 90]
46,7,7,[6, 5, 90, 13, 98, 16, 8]
47,7,3,[8, 6, 5, 90, 13, 98, 16]
48,7,3,[13, 98, 16, 8, 6, 5, 90]
49,7,3,[6, 5, 90, 13, 98, 16, 8]
50,7,6,[6, 5, 90, 13, 98, 16, 8]
51,7,3,[6, 5, 90, 13, 98, 16, 8]
52,7,4,[13, 98, 16, 8, 6, 5, 90]
53,7,5,[13, 98, 16, 8, 6, 5, 90]
54,7,3,[13, 98, 16, 8, 6, 5, 90]
55,7,1,[16, 8, 6, 5, 90, 13, 98]
56,7,1,[13, 98, 16, 8, 6, 5, 90]
57,7,2,[13, 98, 16, 8, 6, 5, 90]
58,7,6,[6, 5, 90, 13, 98, 16, 8]
59,7,4,[6, 5, 90, 13, 98, 16, 8]
60,7,6,[6, 5, 90, 13, 98, 16, 8]
61,7,3,[13, 98, 16, 8, 6, 5, 90]
62,7,4,[6, 5, 90, 13, 98, 16, 8]
63,7,1,[13, 98, 16, 8, 6, 5, 90]
64,7,6,[6, 5, 90, 13, 98, 16, 8]
65,7,2,[8, 6, 5, 90, 13, 98, 16]
66,7,1,[16, 8, 6, 5, 90, 13, 98]
67,7,8,[6, 5, 90, 13, 98, 16, 8]
68,7,7,[6, 5, 90, 13, 98, 16, 8]
69,7,3,[8, 6, 5, 90, 13, 98, 16]
70,7,3,[6, 5, 90, 13, 98, 16, 8]
71,7,4,[6, 5, 90, 13, 98, 16, 8]
72,7,6,[6, 5, 90, 13, 98, 16, 8]
73,7,8,[6, 5, 90, 13, 98, 16, 8]
74,7,2,[16, 8, 6, 5, 90, 13, 98]
75,7,1,[13, 98, 16, 8, 6, 5, 90]
76,7,3,[13, 98, 16, 8, 6, 5, 90]
77,7,2,[8, 6, 5, 90, 13, 98, 16]
78,7,2,[8, 6, 5, 90, 13, 98, 16]
79,7,5,[13, 98, 16, 8, 6, 5, 90]
80,7,1,[13, 98, 16, 8, 6, 5, 90]
81,7,6,[6, 5, 90, 13, 98, 16, 8]
82,7,5,[6, 5, 90, 13, 98, 16, 8]
83,7,2,[16, 8, 6, 5, 90, 13, 98]
84,7,3,[6, 5, 90, 13, 98, 16, 8]
85,7,2,[13, 98, 16, 8, 6, 5, 90]
86,7,4,[13, 98, 16, 8, 6, 5, 90]
87,7,7,[6, 5, 90, 13, 98, 16, 8]
88,7,4,[13, 98, 16, 8, 6, 5, 90]
89,2,3,[19, 104]
90,7,0,[90, 13, 98, 16, 8, 6, 5]
91,7,3,[6, 5, 90, 13, 98, 16, 8]
92,7,3,[6, 5, 90, 13, 98, 16, 8]
93,2,2,[19, 104]
94,7,4,[6, 5, 90, 13, 98, 16, 8]
95,7,3,[6, 5, 90, 13, 98, 16, 8]
96,7,1,[13, 98, 16, 8, 6, 5, 90]
97,7,3,[13, 98, 16, 8, 6, 5, 90]
98,7,0,[98, 16, 8, 6, 5, 90, 13]
99,7,4,[13, 98, 16, 8, 6, 5, 90]
100,7,3,[6, 5, 90, 13, 98, 16, 8]
