1,1,0,[1],[0]
2,20,7,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
3,20,5,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
4,1,0,[4],[0]
5,20,0,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
6,20,0,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
7,20,0,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
8,20,1,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
9,20,0,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
10,20,1,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
11,20,0,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
12,20,0,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
13,20,0,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
14,20,0,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
15,20,2,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
16,20,2,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
17,20,0,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
18,20,2,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
19,20,4,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
20,20,1,[5, 6, 7, 9, 11, 12, 13, 14, 17, 22, 28, 33, 62, 64, 175, 177, 181, 183, 187, 351],[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
