1,1,0,[1]
2,11,14,[6, 5, 50, 12, 7, 52, 17, 62, 33, 14, 9]
3,11,22,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
4,1,0,[4]
5,11,10,[50, 12, 7, 52, 17, 62, 33, 14, 9, 6, 5]
6,11,10,[5, 50, 12, 7, 52, 17, 62, 33, 14, 9, 6]
7,11,10,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
8,11,11,[5, 50, 12, 7, 52, 17, 62, 33, 14, 9, 6]
9,11,10,[6, 5, 50, 12, 7, 52, 17, 62, 33, 14, 9]
10,11,11,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
11,11,20,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
12,11,10,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
13,11,18,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
14,11,10,[9, 6, 5, 50, 12, 7, 52, 17, 62, 33, 14]
15,11,12,[5, 50, 12, 7, 52, 17, 62, 33, 14, 9, 6]
16,11,12,[5, 50, 12, 7, 52, 17, 62, 33, 14, 9, 6]
17,11,10,[62, 33, 14, 9, 6, 5, 50, 12, 7, 52, 17]
18,11,12,[5, 50, 12, 7, 52, 17, 62, 33, 14, 9, 6]
19,11,12,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
20,11,11,[6, 5, 50, 12, 7, 52, 17, 62, 33, 14, 9]
21,11,12,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
22,11,19,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
23,11,14,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
24,11,11,[6, 5, 50, 12, 7, 52, 17, 62, 33, 14, 9]
25,11,12,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
26,11,13,[5, 50, 12, 7, 52, 17, 62, 33, 14, 9, 6]
27,11,11,[6, 5, 50, 12, 7, 52, 17, 62, 33, 14, 9]
28,11,21,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
29,11,15,[5, 50, 12, 7, 52, 17, 62, 33, 14, 9, 6]
30,11,12,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
31,11,16,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
32,11,12,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
33,11,10,[14, 9, 6, 5, 50, 12, 7, 52, 17, 62, 33]
34,11,13,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
35,11,11,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
36,11,12,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
37,11,14,[62, 33, 14, 9, 6, 5, 50, 12, 7, 52, 17]
38,11,13,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
39,11,13,[5, 50, 12, 7, 52, 17, 62, 33, 14, 9, 6]
40,11,21,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
41,11,23,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
42,11,11,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
43,11,12,[62, 33, 14, 9, 6, 5, 50, 12, 7, 52, 17]
44,11,13,[5, 50, 12, 7, 52, 17, 62, 33, 14, 9, 6]
45,11,21,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
46,11,13,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
47,11,13,[6, 5, 50, 12, 7, 52, 17, 62, 33, 14, 9]
48,11,21,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
49,11,11,[9, 6, 5, 50, 12, 7, 52, 17, 62, 33, 14]
50,11,10,[12, 7, 52, 17, 62, 33, 14, 9, 6, 5, 50]
51,11,12,[6, 5, 50, 12, 7, 52, 17, 62, 33, 14, 9]
52,11,10,[17, 62, 33, 14, 9, 6, 5, 50, 12, 7, 52]
53,11,14,[5, 50, 12, 7, 52, 17, 62, 33, 14, 9, 6]
54,11,21,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
55,11,13,[5, 50, 12, 7, 52, 17, 62, 33, 14, 9, 6]
56,11,19,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
57,11,20,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
58,11,17,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
59,11,14,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
60,11,11,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
61,11,15,[5, 50, 12, 7, 52, 17, 62, 33, 14, 9, 6]
62,11,10,[33, 14, 9, 6, 5, 50, 12, 7, 52, 17, 62]
63,11,19,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
64,11,11,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
65,11,13,[5, 50, 12, 7, 52, 17, 62, 33, 14, 9, 6]
66,11,13,[5, 50, 12, 7, 52, 17, 62, 33, 14, 9, 6]
67,11,14,[5, 50, 12, 7, 52, 17, 62, 33, 14, 9, 6]
68,11,13,[52, 17, 62, 33, 14, 9, 6, 5, 50, 12, 7]
69,11,14,[5, 50, 12, 7, 52, 17, 62, 33, 14, 9, 6]
70,11,11,[9, 6, 5, 50, 12, 7, 52, 17, 62, 33, 14]
71,11,12,[14, 9, 6, 5, 50, 12, 7, 52, 17, 62, 33]
