1,1,0,[1],[0]
2,5,9,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
3,5,8,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
4,1,0,[4],[0]
5,5,3,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
6,5,4,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
7,5,0,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
8,5,5,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
9,5,5,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
10,5,0,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
11,5,8,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
12,5,1,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
13,5,5,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
14,5,6,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
15,5,6,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
16,5,6,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
17,5,9,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
18,5,6,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
19,5,11,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
20,5,6,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
21,5,0,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
22,5,6,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
23,3,0,[23, 153, 596],[1, 0, 0]
24,5,6,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
25,5,1,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
26,5,7,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
27,5,6,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
28,5,9,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
29,5,12,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
30,5,1,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
31,5,4,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
32,5,1,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
33,5,7,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
34,5,12,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
35,5,2,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
36,5,1,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
37,5,3,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
38,5,0,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
39,5,7,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
40,5,9,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
41,5,11,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
42,5,2,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
43,5,8,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
44,5,7,[7, 10, 21, 38, 580],[1, 0, 0, 0, 0]
