1,1,0,[1]
2,21,26,[12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64]
3,21,24,[356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7]
4,1,0,[4]
5,21,20,[354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5]
6,21,20,[5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6]
7,21,20,[356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7]
8,21,20,[6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8]
9,21,21,[5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6]
10,21,21,[356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7]
11,21,20,[360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11]
12,21,20,[7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12]
13,21,23,[12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64]
14,21,22,[5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6]
15,21,21,[6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8]
16,21,20,[8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16]
17,21,20,[366, 66, 16, 8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17]
18,21,21,[6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8]
19,21,20,[368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19]
20,21,22,[5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6]
21,21,22,[356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7]
22,21,24,[12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64]
23,21,25,[356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7]
24,21,22,[5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6]
25,21,22,[356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7]
26,21,22,[6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8]
27,21,22,[5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6]
28,21,20,[11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28]
29,21,23,[6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8]
30,21,22,[356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7]
31,21,20,[380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31]
32,21,22,[356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7]
33,21,23,[5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6]
34,21,20,[19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7, 356, 93, 34]
35,21,21,[7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12]
36,21,22,[356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7]
37,21,25,[356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7]
38,21,23,[356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7]
39,21,21,[8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16]
40,21,21,[360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11]
41,21,27,[356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7]
42,21,21,[7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12]
43,21,24,[5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6]
44,21,22,[6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8]
45,21,21,[360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11]
46,21,23,[356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7]
47,21,24,[356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7]
48,21,21,[360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11]
49,21,23,[5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6]
50,21,21,[7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12]
51,21,23,[5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6]
52,21,21,[366, 66, 16, 8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17]
53,21,23,[7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12]
54,21,21,[360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11]
55,21,21,[8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16]
56,21,24,[12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64]
57,21,25,[12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64]
58,21,21,[380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31]
59,21,24,[6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8]
60,21,21,[7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12]
61,21,23,[360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11]
62,21,24,[5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6]
63,21,24,[12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64]
64,21,20,[12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64]
65,21,22,[6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8]
66,21,20,[16, 8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66]
67,21,27,[356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7]
68,21,23,[356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7]
69,21,23,[6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8]
70,21,23,[5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6]
71,21,22,[368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19]
72,21,21,[7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12]
73,21,25,[8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16]
74,21,22,[8, 6, 5, 354, 64, 12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16]
75,21,24,[12, 7, 356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64]
76,21,26,[356, 93, 34, 19, 368, 31, 380, 28, 11, 360, 17, 366, 66, 16, 8, 6, 5, 354, 64, 12, 7]
