1,1,0,[1],[0]
2,10,12,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
3,10,8,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
4,1,0,[4],[0]
5,10,2,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
6,10,3,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
7,10,0,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
8,10,4,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
9,10,4,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
10,10,0,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
11,10,6,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
12,10,1,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
13,10,10,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
14,10,5,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
15,10,5,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
16,10,5,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
17,10,11,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
18,10,5,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
19,10,9,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
20,10,5,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
21,10,1,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
22,10,11,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
23,10,9,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
24,10,5,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
25,10,0,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
26,10,6,[7, 10, 25, 43, 46, 82, 457, 493, 907, 1357],[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
