1,1,0,[1],[0]
2,13,6,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
3,13,5,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
4,1,0,[4],[0]
5,13,0,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
6,13,0,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
7,13,9,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
8,13,1,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
9,13,0,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
10,13,10,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
11,13,12,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
12,13,10,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
13,13,3,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
14,13,1,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
15,13,2,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
16,13,2,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
17,13,2,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
18,13,2,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
19,13,7,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
20,13,0,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
21,13,11,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
22,13,4,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
23,13,13,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
24,13,1,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
25,13,11,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
26,13,3,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
27,13,1,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
28,13,13,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
29,13,5,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
30,13,11,[5, 6, 9, 20, 31, 37, 91, 178, 248, 833, 859, 865, 1687],[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]
