1,1,0,[1],[0]
2,26,4,[5, 6, 7, 8, 10, 11, 15, 17, 19, 23, 32, 34, 43, 45, 52, 82, 86, 160, 235, 237, 241, 247, 249, 253, 273, 471],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
3,26,6,[5, 6, 7, 8, 10, 11, 15, 17, 19, 23, 32, 34, 43, 45, 52, 82, 86, 160, 235, 237, 241, 247, 249, 253, 273, 471],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
4,1,0,[4],[0]
5,26,0,[5, 6, 7, 8, 10, 11, 15, 17, 19, 23, 32, 34, 43, 45, 52, 82, 86, 160, 235, 237, 241, 247, 249, 253, 273, 471],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
6,26,0,[5, 6, 7, 8, 10, 11, 15, 17, 19, 23, 32, 34, 43, 45, 52, 82, 86, 160, 235, 237, 241, 247, 249, 253, 273, 471],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
7,26,0,[5, 6, 7, 8, 10, 11, 15, 17, 19, 23, 32, 34, 43, 45, 52, 82, 86, 160, 235, 237, 241, 247, 249, 253, 273, 471],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
8,26,0,[5, 6, 7, 8, 10, 11, 15, 17, 19, 23, 32, 34, 43, 45, 52, 82, 86, 160, 235, 237, 241, 247, 249, 253, 273, 471],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
9,26,1,[5, 6, 7, 8, 10, 11, 15, 17, 19, 23, 32, 34, 43, 45, 52, 82, 86, 160, 235, 237, 241, 247, 249, 253, 273, 471],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
10,26,0,[5, 6, 7, 8, 10, 11, 15, 17, 19, 23, 32, 34, 43, 45, 52, 82, 86, 160, 235, 237, 241, 247, 249, 253, 273, 471],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
11,26,0,[5, 6, 7, 8, 10, 11, 15, 17, 19, 23, 32, 34, 43, 45, 52, 82, 86, 160, 235, 237, 241, 247, 249, 253, 273, 471],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
