1,1,0,[1]
2,26,29,[437, 42, 12, 7, 433, 859, 1285, 262, 133, 26, 15, 8, 6, 5, 431, 857, 1283, 1709, 2135, 73, 499, 925, 47, 473, 54, 11]
3,26,29,[5, 431, 857, 1283, 1709, 2135, 73, 499, 925, 47, 473, 54, 11, 437, 42, 12, 7, 433, 859, 1285, 262, 133, 26, 15, 8, 6]
4,1,0,[4]
5,26,25,[431, 857, 1283, 1709, 2135, 73, 499, 925, 47, 473, 54, 11, 437, 42, 12, 7, 433, 859, 1285, 262, 133, 26, 15, 8, 6, 5]
6,26,25,[5, 431, 857, 1283, 1709, 2135, 73, 499, 925, 47, 473, 54, 11, 437, 42, 12, 7, 433, 859, 1285, 262, 133, 26, 15, 8, 6]
7,26,25,[433, 859, 1285, 262, 133, 26, 15, 8, 6, 5, 431, 857, 1283, 1709, 2135, 73, 499, 925, 47, 473, 54, 11, 437, 42, 12, 7]
8,26,25,[6, 5, 431, 857, 1283, 1709, 2135, 73, 499, 925, 47, 473, 54, 11, 437, 42, 12, 7, 433, 859, 1285, 262, 133, 26, 15, 8]
9,26,26,[5, 431, 857, 1283, 1709, 2135, 73, 499, 925, 47, 473, 54, 11, 437, 42, 12, 7, 433, 859, 1285, 262, 133, 26, 15, 8, 6]
10,26,26,[433, 859, 1285, 262, 133, 26, 15, 8, 6, 5, 431, 857, 1283, 1709, 2135, 73, 499, 925, 47, 473, 54, 11, 437, 42, 12, 7]
11,26,25,[437, 42, 12, 7, 433, 859, 1285, 262, 133, 26, 15, 8, 6, 5, 431, 857, 1283, 1709, 2135, 73, 499, 925, 47, 473, 54, 11]
12,26,25,[7, 433, 859, 1285, 262, 133, 26, 15, 8, 6, 5, 431, 857, 1283, 1709, 2135, 73, 499, 925, 47, 473, 54, 11, 437, 42, 12]
13,26,32,[5, 431, 857, 1283, 1709, 2135, 73, 499, 925, 47, 473, 54, 11, 437, 42, 12, 7, 433, 859, 1285, 262, 133, 26, 15, 8, 6]
