1,1,0,[1],[0]
2,8,8,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
3,8,11,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
4,1,0,[4],[0]
5,8,3,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
6,8,4,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
7,8,0,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
8,8,5,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
9,8,5,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
10,8,0,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
11,8,9,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
12,8,1,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
13,8,4,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
14,8,6,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
15,8,6,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
16,8,6,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
17,8,9,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
18,8,6,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
19,8,9,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
20,8,6,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
21,8,0,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
22,8,5,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
23,8,6,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
24,8,6,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
25,8,1,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
26,8,7,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
27,8,6,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
28,8,10,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
29,8,2,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
30,8,1,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
31,8,8,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
32,8,1,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
33,8,7,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
34,8,10,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
35,8,2,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
36,8,1,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
37,8,9,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
38,8,1,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
39,8,7,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
40,8,10,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
41,8,9,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
42,8,2,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
43,8,4,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
44,8,7,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
45,8,10,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
46,8,2,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
47,8,4,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
48,8,10,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
49,8,7,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
50,8,2,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
51,8,7,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
52,8,10,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
53,8,5,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
54,8,10,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
55,8,7,[7, 10, 21, 61, 68, 118, 678, 732],[1, 0, 0, 1, 0, 0, 0, 0]
