1,1,0,[1],[0]
2,25,2,[5, 6, 7, 9, 10, 13, 14, 17, 21, 33, 43, 47, 63, 79, 116, 236, 331, 333, 339, 343, 369, 373, 405, 657, 699],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
3,25,6,[5, 6, 7, 9, 10, 13, 14, 17, 21, 33, 43, 47, 63, 79, 116, 236, 331, 333, 339, 343, 369, 373, 405, 657, 699],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
4,1,0,[4],[0]
5,25,0,[5, 6, 7, 9, 10, 13, 14, 17, 21, 33, 43, 47, 63, 79, 116, 236, 331, 333, 339, 343, 369, 373, 405, 657, 699],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
6,25,0,[5, 6, 7, 9, 10, 13, 14, 17, 21, 33, 43, 47, 63, 79, 116, 236, 331, 333, 339, 343, 369, 373, 405, 657, 699],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
7,25,0,[5, 6, 7, 9, 10, 13, 14, 17, 21, 33, 43, 47, 63, 79, 116, 236, 331, 333, 339, 343, 369, 373, 405, 657, 699],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
8,25,1,[5, 6, 7, 9, 10, 13, 14, 17, 21, 33, 43, 47, 63, 79, 116, 236, 331, 333, 339, 343, 369, 373, 405, 657, 699],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
9,25,0,[5, 6, 7, 9, 10, 13, 14, 17, 21, 33, 43, 47, 63, 79, 116, 236, 331, 333, 339, 343, 369, 373, 405, 657, 699],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
10,25,0,[5, 6, 7, 9, 10, 13, 14, 17, 21, 33, 43, 47, 63, 79, 116, 236, 331, 333, 339, 343, 369, 373, 405, 657, 699],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
11,25,3,[5, 6, 7, 9, 10, 13, 14, 17, 21, 33, 43, 47, 63, 79, 116, 236, 331, 333, 339, 343, 369, 373, 405, 657, 699],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
12,25,1,[5, 6, 7, 9, 10, 13, 14, 17, 21, 33, 43, 47, 63, 79, 116, 236, 331, 333, 339, 343, 369, 373, 405, 657, 699],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
13,25,0,[5, 6, 7, 9, 10, 13, 14, 17, 21, 33, 43, 47, 63, 79, 116, 236, 331, 333, 339, 343, 369, 373, 405, 657, 699],[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
