1,1,0,[1]
2,26,28,[451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13]
3,26,28,[6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9]
4,1,0,[4]
5,26,25,[443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6, 5]
6,26,25,[5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6]
7,26,25,[445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7]
8,26,26,[5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6]
9,26,25,[6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9]
10,26,25,[7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10]
11,26,25,[449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11]
12,26,26,[445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7]
13,26,25,[451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13]
14,26,25,[9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14]
15,26,27,[5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6]
16,26,27,[5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6]
17,26,25,[455, 25, 10, 7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17]
18,26,27,[5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6]
19,26,34,[7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10]
20,26,26,[6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9]
21,26,26,[7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10]
22,26,26,[451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13]
23,26,30,[445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7]
24,26,26,[6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9]
25,26,25,[10, 7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25]
26,26,28,[5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6]
27,26,26,[6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9]
28,26,26,[449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11]
29,26,30,[7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10]
30,26,26,[7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10]
31,26,31,[5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6]
32,26,26,[7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10]
33,26,26,[9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14]
34,26,35,[7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10]
35,26,27,[445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7]
36,26,26,[7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10]
37,26,32,[7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10]
38,26,27,[7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10]
39,26,28,[5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6]
40,26,26,[449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11]
41,26,30,[449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11]
42,26,27,[445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7]
43,26,29,[445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7]
44,26,28,[5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6]
45,26,26,[449, 887, 1325, 63, 13, 451, 52, 17, 455, 25, 10, 7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11]
46,26,26,[10, 7, 445, 94, 49, 14, 9, 6, 5, 443, 881, 1319, 1757, 258, 48, 11, 449, 887, 1325, 63, 13, 451, 52, 17, 455, 25]
