1,1,0,[1]
2,14,22,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
3,14,23,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
4,1,0,[4]
5,14,13,[420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8, 6, 5]
6,14,13,[5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8, 6]
7,14,19,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
8,14,13,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
9,14,14,[5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8, 6]
10,14,20,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
11,14,13,[426, 76, 23, 438, 78, 18, 8, 6, 5, 420, 19, 434, 40, 11]
12,14,20,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
13,14,16,[11, 426, 76, 23, 438, 78, 18, 8, 6, 5, 420, 19, 434, 40]
14,14,15,[5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8, 6]
15,14,14,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
16,14,14,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
17,2,1,[432, 17]
18,14,13,[8, 6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18]
19,14,13,[434, 40, 11, 426, 76, 23, 438, 78, 18, 8, 6, 5, 420, 19]
20,14,15,[5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8, 6]
21,14,21,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
22,14,17,[11, 426, 76, 23, 438, 78, 18, 8, 6, 5, 420, 19, 434, 40]
23,14,13,[438, 78, 18, 8, 6, 5, 420, 19, 434, 40, 11, 426, 76, 23]
24,14,15,[5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8, 6]
25,14,21,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
26,14,15,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
27,14,15,[5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8, 6]
28,14,14,[426, 76, 23, 438, 78, 18, 8, 6, 5, 420, 19, 434, 40, 11]
29,14,17,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
30,14,21,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
31,14,17,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
32,14,21,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
33,14,16,[5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8, 6]
34,14,14,[434, 40, 11, 426, 76, 23, 438, 78, 18, 8, 6, 5, 420, 19]
35,14,21,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
36,14,21,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
37,14,16,[434, 40, 11, 426, 76, 23, 438, 78, 18, 8, 6, 5, 420, 19]
38,14,22,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
39,14,15,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
40,14,13,[11, 426, 76, 23, 438, 78, 18, 8, 6, 5, 420, 19, 434, 40]
41,14,16,[426, 76, 23, 438, 78, 18, 8, 6, 5, 420, 19, 434, 40, 11]
42,14,21,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
43,14,24,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
44,14,15,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
45,14,14,[426, 76, 23, 438, 78, 18, 8, 6, 5, 420, 19, 434, 40, 11]
46,14,22,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
47,14,15,[438, 78, 18, 8, 6, 5, 420, 19, 434, 40, 11, 426, 76, 23]
48,14,14,[426, 76, 23, 438, 78, 18, 8, 6, 5, 420, 19, 434, 40, 11]
49,14,16,[5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8, 6]
50,14,21,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
51,14,16,[5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8, 6]
52,2,2,[432, 17]
53,14,15,[438, 78, 18, 8, 6, 5, 420, 19, 434, 40, 11, 426, 76, 23]
54,14,14,[426, 76, 23, 438, 78, 18, 8, 6, 5, 420, 19, 434, 40, 11]
55,14,15,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
56,14,17,[11, 426, 76, 23, 438, 78, 18, 8, 6, 5, 420, 19, 434, 40]
57,14,18,[11, 426, 76, 23, 438, 78, 18, 8, 6, 5, 420, 19, 434, 40]
58,14,18,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
59,14,18,[5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8, 6]
60,14,21,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
61,14,16,[426, 76, 23, 438, 78, 18, 8, 6, 5, 420, 19, 434, 40, 11]
62,14,17,[5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8, 6]
63,14,17,[11, 426, 76, 23, 438, 78, 18, 8, 6, 5, 420, 19, 434, 40]
64,14,21,[6, 5, 420, 19, 434, 40, 11, 426, 76, 23, 438, 78, 18, 8]
