1,1,0,[1],[0]
2,24,3,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
3,24,4,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
4,1,0,[4],[0]
5,24,0,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
6,24,0,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
7,24,0,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
8,24,0,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
9,24,1,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10,24,0,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
11,24,0,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
12,24,1,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
13,24,4,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
14,24,2,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
15,24,1,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
16,24,0,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
17,24,4,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
18,24,1,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
19,24,0,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
20,24,2,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
21,24,1,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
22,24,5,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
23,24,0,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
24,24,2,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
25,24,0,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
26,24,2,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
27,24,2,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
28,24,0,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
29,24,0,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
30,24,1,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
31,24,0,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32,24,1,[5, 6, 7, 8, 10, 11, 16, 19, 23, 25, 28, 29, 31, 46, 140, 399, 411, 792, 794, 798, 806, 810, 816, 818],[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
