1,1,0,[1]
2,13,16,[5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9, 6]
3,13,14,[53, 95, 24, 9, 6, 5, 47, 89, 131, 173, 215, 48, 11]
4,1,0,[4]
5,13,12,[47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9, 6, 5]
6,13,12,[5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9, 6]
7,13,15,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
8,13,13,[5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9, 6]
9,13,12,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
10,13,16,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
11,13,12,[53, 95, 24, 9, 6, 5, 47, 89, 131, 173, 215, 48, 11]
12,13,16,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
13,13,16,[5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9, 6]
14,13,13,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
15,13,14,[5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9, 6]
16,13,14,[5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9, 6]
17,13,16,[9, 6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24]
18,13,14,[5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9, 6]
19,5,4,[61, 103, 145, 34, 19]
20,13,13,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
21,13,17,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
22,13,17,[5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9, 6]
23,13,16,[5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9, 6]
24,13,12,[9, 6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24]
25,13,17,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
26,13,15,[5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9, 6]
27,13,13,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
28,13,13,[53, 95, 24, 9, 6, 5, 47, 89, 131, 173, 215, 48, 11]
29,13,21,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
30,13,17,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
31,13,16,[53, 95, 24, 9, 6, 5, 47, 89, 131, 173, 215, 48, 11]
32,13,17,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
33,13,14,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
34,5,4,[19, 61, 103, 145, 34]
35,13,17,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
36,13,17,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
37,13,20,[5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9, 6]
38,13,18,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
39,13,15,[5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9, 6]
40,13,13,[53, 95, 24, 9, 6, 5, 47, 89, 131, 173, 215, 48, 11]
41,13,17,[5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9, 6]
42,13,17,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
43,13,19,[5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9, 6]
44,13,15,[5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9, 6]
45,13,13,[53, 95, 24, 9, 6, 5, 47, 89, 131, 173, 215, 48, 11]
46,13,18,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
47,13,12,[89, 131, 173, 215, 48, 11, 53, 95, 24, 9, 6, 5, 47]
48,13,12,[11, 53, 95, 24, 9, 6, 5, 47, 89, 131, 173, 215, 48]
49,13,14,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
50,13,17,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
51,13,14,[6, 5, 47, 89, 131, 173, 215, 48, 11, 53, 95, 24, 9]
