1,1,0,[1]
2,8,8,[7, 15, 8, 6, 5, 13, 21, 10]
3,8,12,[5, 13, 21, 10, 7, 15, 8, 6]
4,1,0,[4]
5,8,7,[13, 21, 10, 7, 15, 8, 6, 5]
6,8,7,[5, 13, 21, 10, 7, 15, 8, 6]
7,8,7,[15, 8, 6, 5, 13, 21, 10, 7]
8,8,7,[6, 5, 13, 21, 10, 7, 15, 8]
9,8,8,[5, 13, 21, 10, 7, 15, 8, 6]
10,8,7,[7, 15, 8, 6, 5, 13, 21, 10]
11,8,11,[5, 13, 21, 10, 7, 15, 8, 6]
12,8,8,[15, 8, 6, 5, 13, 21, 10, 7]
13,8,7,[21, 10, 7, 15, 8, 6, 5, 13]
14,8,9,[5, 13, 21, 10, 7, 15, 8, 6]
15,8,7,[8, 6, 5, 13, 21, 10, 7, 15]
16,8,8,[6, 5, 13, 21, 10, 7, 15, 8]
17,8,9,[7, 15, 8, 6, 5, 13, 21, 10]
18,8,8,[6, 5, 13, 21, 10, 7, 15, 8]
19,8,10,[5, 13, 21, 10, 7, 15, 8, 6]
20,8,9,[5, 13, 21, 10, 7, 15, 8, 6]
21,8,7,[10, 7, 15, 8, 6, 5, 13, 21]
22,8,8,[21, 10, 7, 15, 8, 6, 5, 13]
23,8,11,[6, 5, 13, 21, 10, 7, 15, 8]
24,8,9,[5, 13, 21, 10, 7, 15, 8, 6]
25,8,8,[7, 15, 8, 6, 5, 13, 21, 10]
26,8,8,[8, 6, 5, 13, 21, 10, 7, 15]
27,8,9,[5, 13, 21, 10, 7, 15, 8, 6]
28,8,12,[5, 13, 21, 10, 7, 15, 8, 6]
29,8,14,[5, 13, 21, 10, 7, 15, 8, 6]
30,8,8,[7, 15, 8, 6, 5, 13, 21, 10]
31,8,10,[6, 5, 13, 21, 10, 7, 15, 8]
32,8,8,[7, 15, 8, 6, 5, 13, 21, 10]
33,8,10,[5, 13, 21, 10, 7, 15, 8, 6]
34,8,11,[5, 13, 21, 10, 7, 15, 8, 6]
35,8,9,[15, 8, 6, 5, 13, 21, 10, 7]
36,8,8,[7, 15, 8, 6, 5, 13, 21, 10]
37,8,13,[5, 13, 21, 10, 7, 15, 8, 6]
38,8,8,[10, 7, 15, 8, 6, 5, 13, 21]
39,8,9,[6, 5, 13, 21, 10, 7, 15, 8]
40,8,12,[5, 13, 21, 10, 7, 15, 8, 6]
41,8,11,[5, 13, 21, 10, 7, 15, 8, 6]
42,8,9,[15, 8, 6, 5, 13, 21, 10, 7]
43,8,11,[5, 13, 21, 10, 7, 15, 8, 6]
44,8,8,[8, 6, 5, 13, 21, 10, 7, 15]
45,8,12,[5, 13, 21, 10, 7, 15, 8, 6]
46,8,9,[7, 15, 8, 6, 5, 13, 21, 10]
47,8,10,[6, 5, 13, 21, 10, 7, 15, 8]
48,8,12,[5, 13, 21, 10, 7, 15, 8, 6]
49,8,10,[5, 13, 21, 10, 7, 15, 8, 6]
50,8,9,[15, 8, 6, 5, 13, 21, 10, 7]
51,8,10,[5, 13, 21, 10, 7, 15, 8, 6]
52,8,10,[7, 15, 8, 6, 5, 13, 21, 10]
53,8,11,[8, 6, 5, 13, 21, 10, 7, 15]
54,8,12,[5, 13, 21, 10, 7, 15, 8, 6]
55,8,9,[6, 5, 13, 21, 10, 7, 15, 8]
56,8,8,[21, 10, 7, 15, 8, 6, 5, 13]
57,8,9,[21, 10, 7, 15, 8, 6, 5, 13]
58,8,11,[6, 5, 13, 21, 10, 7, 15, 8]
59,8,10,[21, 10, 7, 15, 8, 6, 5, 13]
60,8,9,[15, 8, 6, 5, 13, 21, 10, 7]
61,8,10,[8, 6, 5, 13, 21, 10, 7, 15]
62,8,11,[5, 13, 21, 10, 7, 15, 8, 6]
63,8,8,[21, 10, 7, 15, 8, 6, 5, 13]
64,8,9,[15, 8, 6, 5, 13, 21, 10, 7]
65,8,9,[6, 5, 13, 21, 10, 7, 15, 8]
66,8,9,[6, 5, 13, 21, 10, 7, 15, 8]
67,8,9,[21, 10, 7, 15, 8, 6, 5, 13]
68,8,8,[10, 7, 15, 8, 6, 5, 13, 21]
69,8,9,[8, 6, 5, 13, 21, 10, 7, 15]
70,8,10,[5, 13, 21, 10, 7, 15, 8, 6]
71,8,11,[7, 15, 8, 6, 5, 13, 21, 10]
72,8,9,[15, 8, 6, 5, 13, 21, 10, 7]
73,8,10,[15, 8, 6, 5, 13, 21, 10, 7]
74,8,10,[6, 5, 13, 21, 10, 7, 15, 8]
75,8,8,[21, 10, 7, 15, 8, 6, 5, 13]
76,8,12,[6, 5, 13, 21, 10, 7, 15, 8]
77,8,9,[6, 5, 13, 21, 10, 7, 15, 8]
78,8,9,[6, 5, 13, 21, 10, 7, 15, 8]
