1,1,0,[1],[0]
2,17,18,[5, 6, 7, 8, 10, 11, 15, 21, 26, 38, 40, 69, 134, 391, 393, 397, 783],[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
3,17,6,[5, 6, 7, 8, 10, 11, 15, 21, 26, 38, 40, 69, 134, 391, 393, 397, 783],[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
4,1,0,[4],[0]
5,17,0,[5, 6, 7, 8, 10, 11, 15, 21, 26, 38, 40, 69, 134, 391, 393, 397, 783],[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
6,17,0,[5, 6, 7, 8, 10, 11, 15, 21, 26, 38, 40, 69, 134, 391, 393, 397, 783],[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
7,17,0,[5, 6, 7, 8, 10, 11, 15, 21, 26, 38, 40, 69, 134, 391, 393, 397, 783],[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
8,17,0,[5, 6, 7, 8, 10, 11, 15, 21, 26, 38, 40, 69, 134, 391, 393, 397, 783],[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
9,17,1,[5, 6, 7, 8, 10, 11, 15, 21, 26, 38, 40, 69, 134, 391, 393, 397, 783],[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
10,17,0,[5, 6, 7, 8, 10, 11, 15, 21, 26, 38, 40, 69, 134, 391, 393, 397, 783],[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
11,17,0,[5, 6, 7, 8, 10, 11, 15, 21, 26, 38, 40, 69, 134, 391, 393, 397, 783],[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
12,17,1,[5, 6, 7, 8, 10, 11, 15, 21, 26, 38, 40, 69, 134, 391, 393, 397, 783],[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
13,17,8,[5, 6, 7, 8, 10, 11, 15, 21, 26, 38, 40, 69, 134, 391, 393, 397, 783],[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
14,17,2,[5, 6, 7, 8, 10, 11, 15, 21, 26, 38, 40, 69, 134, 391, 393, 397, 783],[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
