1,1,0,[1]
2,7,2,[14, 9, 6, 5, 103, 201, 70]
3,7,5,[9, 6, 5, 103, 201, 70, 14]
4,1,0,[4]
5,7,0,[5, 103, 201, 70, 14, 9, 6]
6,7,0,[6, 5, 103, 201, 70, 14, 9]
7,7,4,[6, 5, 103, 201, 70, 14, 9]
8,7,1,[6, 5, 103, 201, 70, 14, 9]
9,7,0,[9, 6, 5, 103, 201, 70, 14]
10,7,5,[6, 5, 103, 201, 70, 14, 9]
11,7,8,[6, 5, 103, 201, 70, 14, 9]
12,7,5,[6, 5, 103, 201, 70, 14, 9]
13,7,11,[6, 5, 103, 201, 70, 14, 9]
14,7,0,[14, 9, 6, 5, 103, 201, 70]
15,7,2,[6, 5, 103, 201, 70, 14, 9]
16,7,2,[6, 5, 103, 201, 70, 14, 9]
17,7,11,[6, 5, 103, 201, 70, 14, 9]
18,7,2,[6, 5, 103, 201, 70, 14, 9]
19,2,0,[19, 117]
20,7,1,[9, 6, 5, 103, 201, 70, 14]
21,7,6,[6, 5, 103, 201, 70, 14, 9]
22,7,12,[6, 5, 103, 201, 70, 14, 9]
23,7,14,[6, 5, 103, 201, 70, 14, 9]
24,7,1,[9, 6, 5, 103, 201, 70, 14]
25,7,6,[6, 5, 103, 201, 70, 14, 9]
26,7,3,[6, 5, 103, 201, 70, 14, 9]
27,7,1,[9, 6, 5, 103, 201, 70, 14]
28,7,9,[6, 5, 103, 201, 70, 14, 9]
29,7,5,[6, 5, 103, 201, 70, 14, 9]
30,7,6,[6, 5, 103, 201, 70, 14, 9]
31,7,9,[6, 5, 103, 201, 70, 14, 9]
32,7,6,[6, 5, 103, 201, 70, 14, 9]
33,7,1,[14, 9, 6, 5, 103, 201, 70]
34,2,1,[19, 117]
35,7,6,[6, 5, 103, 201, 70, 14, 9]
36,7,6,[6, 5, 103, 201, 70, 14, 9]
37,7,2,[14, 9, 6, 5, 103, 201, 70]
38,7,7,[6, 5, 103, 201, 70, 14, 9]
39,7,3,[6, 5, 103, 201, 70, 14, 9]
40,7,9,[6, 5, 103, 201, 70, 14, 9]
41,7,12,[6, 5, 103, 201, 70, 14, 9]
42,7,6,[6, 5, 103, 201, 70, 14, 9]
43,7,8,[6, 5, 103, 201, 70, 14, 9]
44,7,3,[6, 5, 103, 201, 70, 14, 9]
45,7,9,[6, 5, 103, 201, 70, 14, 9]
46,7,7,[6, 5, 103, 201, 70, 14, 9]
47,2,3,[19, 117]
48,7,9,[6, 5, 103, 201, 70, 14, 9]
49,7,1,[14, 9, 6, 5, 103, 201, 70]
50,7,6,[6, 5, 103, 201, 70, 14, 9]
51,7,2,[9, 6, 5, 103, 201, 70, 14]
52,7,12,[6, 5, 103, 201, 70, 14, 9]
53,7,13,[6, 5, 103, 201, 70, 14, 9]
54,7,9,[6, 5, 103, 201, 70, 14, 9]
55,7,3,[6, 5, 103, 201, 70, 14, 9]
56,7,12,[6, 5, 103, 201, 70, 14, 9]
57,7,13,[6, 5, 103, 201, 70, 14, 9]
58,7,10,[6, 5, 103, 201, 70, 14, 9]
59,7,9,[6, 5, 103, 201, 70, 14, 9]
60,7,6,[6, 5, 103, 201, 70, 14, 9]
61,7,14,[6, 5, 103, 201, 70, 14, 9]
62,7,2,[14, 9, 6, 5, 103, 201, 70]
63,7,12,[6, 5, 103, 201, 70, 14, 9]
64,7,6,[6, 5, 103, 201, 70, 14, 9]
65,7,3,[6, 5, 103, 201, 70, 14, 9]
66,7,3,[6, 5, 103, 201, 70, 14, 9]
67,2,2,[19, 117]
68,7,7,[6, 5, 103, 201, 70, 14, 9]
69,7,4,[6, 5, 103, 201, 70, 14, 9]
70,7,0,[70, 14, 9, 6, 5, 103, 201]
71,7,5,[6, 5, 103, 201, 70, 14, 9]
72,7,6,[6, 5, 103, 201, 70, 14, 9]
73,7,8,[6, 5, 103, 201, 70, 14, 9]
74,7,4,[6, 5, 103, 201, 70, 14, 9]
75,7,12,[6, 5, 103, 201, 70, 14, 9]
76,7,15,[6, 5, 103, 201, 70, 14, 9]
77,7,3,[6, 5, 103, 201, 70, 14, 9]
78,7,3,[6, 5, 103, 201, 70, 14, 9]
79,7,4,[14, 9, 6, 5, 103, 201, 70]
80,7,12,[6, 5, 103, 201, 70, 14, 9]
81,7,6,[6, 5, 103, 201, 70, 14, 9]
82,7,9,[6, 5, 103, 201, 70, 14, 9]
83,7,5,[14, 9, 6, 5, 103, 201, 70]
84,7,1,[14, 9, 6, 5, 103, 201, 70]
85,7,13,[6, 5, 103, 201, 70, 14, 9]
86,7,10,[6, 5, 103, 201, 70, 14, 9]
87,7,7,[6, 5, 103, 201, 70, 14, 9]
88,7,12,[6, 5, 103, 201, 70, 14, 9]
89,7,11,[6, 5, 103, 201, 70, 14, 9]
90,7,12,[6, 5, 103, 201, 70, 14, 9]
91,7,2,[9, 6, 5, 103, 201, 70, 14]
92,7,2,[9, 6, 5, 103, 201, 70, 14]
93,2,2,[19, 117]
94,7,2,[14, 9, 6, 5, 103, 201, 70]
95,7,2,[9, 6, 5, 103, 201, 70, 14]
96,7,12,[6, 5, 103, 201, 70, 14, 9]
97,7,8,[6, 5, 103, 201, 70, 14, 9]
98,7,3,[6, 5, 103, 201, 70, 14, 9]
99,7,12,[6, 5, 103, 201, 70, 14, 9]
100,7,1,[14, 9, 6, 5, 103, 201, 70]
