1,1,0,[1]
2,9,5,[19, 219, 76, 23, 223, 423, 53, 253, 34]
3,13,3,[10, 7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25]
4,1,0,[4]
5,13,0,[5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9, 6]
6,13,0,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
7,13,0,[7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25, 10]
8,13,1,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
9,13,0,[9, 6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27]
10,13,0,[10, 7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25]
11,13,6,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
12,13,1,[7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25, 10]
13,13,6,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
14,13,1,[9, 6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27]
15,13,2,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
16,13,2,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
17,13,4,[10, 7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25]
18,13,2,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
19,9,0,[19, 219, 76, 23, 223, 423, 53, 253, 34]
20,13,1,[9, 6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27]
21,13,1,[10, 7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25]
22,13,7,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
23,9,0,[23, 223, 423, 53, 253, 34, 19, 219, 76]
24,13,1,[9, 6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27]
25,13,0,[25, 10, 7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46]
26,13,3,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
27,13,0,[27, 9, 6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429]
28,13,7,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
29,13,0,[29, 229, 429, 27, 9, 6, 5, 205, 46, 25, 10, 7, 207]
30,13,1,[10, 7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25]
31,13,3,[10, 7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25]
32,13,1,[10, 7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25]
33,13,2,[9, 6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27]
34,9,0,[34, 19, 219, 76, 23, 223, 423, 53, 253]
35,13,2,[7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25, 10]
36,13,1,[10, 7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25]
37,13,7,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
38,13,2,[10, 7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25]
39,13,3,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
40,13,7,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
41,13,4,[9, 6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27]
42,13,2,[7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25, 10]
43,13,4,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
44,13,3,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
45,13,7,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
46,13,0,[46, 25, 10, 7, 207, 29, 229, 429, 27, 9, 6, 5, 205]
47,13,3,[10, 7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25]
48,13,7,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
49,13,2,[9, 6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27]
50,13,2,[7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25, 10]
51,13,2,[9, 6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27]
52,13,5,[10, 7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25]
53,9,0,[53, 253, 34, 19, 219, 76, 23, 223, 423]
54,13,7,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
55,13,3,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
56,13,7,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
57,13,8,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
58,13,4,[10, 7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25]
59,13,5,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
60,13,2,[7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25, 10]
61,13,4,[7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25, 10]
62,13,3,[9, 6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27]
63,13,7,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
64,13,2,[7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25, 10]
65,13,3,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
66,13,3,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
67,13,3,[27, 9, 6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429]
68,13,2,[10, 7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25]
69,13,4,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
70,13,2,[9, 6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27]
71,13,6,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
72,13,2,[7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25, 10]
73,9,2,[23, 223, 423, 53, 253, 34, 19, 219, 76]
74,13,4,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
75,13,7,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
76,9,0,[76, 23, 223, 423, 53, 253, 34, 19, 219]
77,13,3,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
78,13,3,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
79,13,9,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
80,13,7,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
81,13,2,[7, 207, 29, 229, 429, 27, 9, 6, 5, 205, 46, 25, 10]
82,13,5,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
83,13,5,[9, 6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27]
84,13,2,[9, 6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27]
85,13,8,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
86,13,8,[6, 5, 205, 46, 25, 10, 7, 207, 29, 229, 429, 27, 9]
