1,1,0,[1]
2,8,4,[6, 5, 108, 13, 116, 33, 14, 9]
3,8,5,[6, 5, 108, 13, 116, 33, 14, 9]
4,1,0,[4]
5,8,0,[5, 108, 13, 116, 33, 14, 9, 6]
6,8,0,[6, 5, 108, 13, 116, 33, 14, 9]
7,8,4,[6, 5, 108, 13, 116, 33, 14, 9]
8,8,1,[6, 5, 108, 13, 116, 33, 14, 9]
9,8,0,[9, 6, 5, 108, 13, 116, 33, 14]
10,8,5,[6, 5, 108, 13, 116, 33, 14, 9]
11,8,3,[9, 6, 5, 108, 13, 116, 33, 14]
12,8,5,[6, 5, 108, 13, 116, 33, 14, 9]
13,8,0,[13, 116, 33, 14, 9, 6, 5, 108]
14,8,0,[14, 9, 6, 5, 108, 13, 116, 33]
15,8,2,[6, 5, 108, 13, 116, 33, 14, 9]
16,8,2,[6, 5, 108, 13, 116, 33, 14, 9]
17,8,2,[14, 9, 6, 5, 108, 13, 116, 33]
18,8,2,[6, 5, 108, 13, 116, 33, 14, 9]
19,8,3,[13, 116, 33, 14, 9, 6, 5, 108]
20,8,1,[9, 6, 5, 108, 13, 116, 33, 14]
21,8,6,[6, 5, 108, 13, 116, 33, 14, 9]
22,8,1,[13, 116, 33, 14, 9, 6, 5, 108]
23,8,4,[6, 5, 108, 13, 116, 33, 14, 9]
24,8,1,[9, 6, 5, 108, 13, 116, 33, 14]
25,8,6,[6, 5, 108, 13, 116, 33, 14, 9]
26,8,3,[6, 5, 108, 13, 116, 33, 14, 9]
27,8,1,[9, 6, 5, 108, 13, 116, 33, 14]
28,8,4,[9, 6, 5, 108, 13, 116, 33, 14]
29,8,4,[6, 5, 108, 13, 116, 33, 14, 9]
30,8,6,[6, 5, 108, 13, 116, 33, 14, 9]
31,8,6,[6, 5, 108, 13, 116, 33, 14, 9]
32,8,6,[6, 5, 108, 13, 116, 33, 14, 9]
33,8,0,[33, 14, 9, 6, 5, 108, 13, 116]
34,8,4,[13, 116, 33, 14, 9, 6, 5, 108]
35,8,6,[6, 5, 108, 13, 116, 33, 14, 9]
36,8,6,[6, 5, 108, 13, 116, 33, 14, 9]
37,8,4,[6, 5, 108, 13, 116, 33, 14, 9]
38,8,7,[6, 5, 108, 13, 116, 33, 14, 9]
39,8,3,[6, 5, 108, 13, 116, 33, 14, 9]
40,8,4,[9, 6, 5, 108, 13, 116, 33, 14]
41,8,2,[14, 9, 6, 5, 108, 13, 116, 33]
42,8,6,[6, 5, 108, 13, 116, 33, 14, 9]
43,8,3,[13, 116, 33, 14, 9, 6, 5, 108]
44,8,3,[6, 5, 108, 13, 116, 33, 14, 9]
45,8,4,[9, 6, 5, 108, 13, 116, 33, 14]
46,8,7,[6, 5, 108, 13, 116, 33, 14, 9]
47,8,4,[6, 5, 108, 13, 116, 33, 14, 9]
48,8,4,[9, 6, 5, 108, 13, 116, 33, 14]
49,8,1,[14, 9, 6, 5, 108, 13, 116, 33]
50,8,6,[6, 5, 108, 13, 116, 33, 14, 9]
51,8,2,[9, 6, 5, 108, 13, 116, 33, 14]
52,8,3,[14, 9, 6, 5, 108, 13, 116, 33]
53,8,3,[9, 6, 5, 108, 13, 116, 33, 14]
54,8,4,[9, 6, 5, 108, 13, 116, 33, 14]
55,8,3,[6, 5, 108, 13, 116, 33, 14, 9]
56,8,1,[13, 116, 33, 14, 9, 6, 5, 108]
57,8,2,[13, 116, 33, 14, 9, 6, 5, 108]
58,8,7,[6, 5, 108, 13, 116, 33, 14, 9]
59,8,2,[14, 9, 6, 5, 108, 13, 116, 33]
60,8,6,[6, 5, 108, 13, 116, 33, 14, 9]
61,8,6,[9, 6, 5, 108, 13, 116, 33, 14]
62,8,1,[33, 14, 9, 6, 5, 108, 13, 116]
63,8,1,[13, 116, 33, 14, 9, 6, 5, 108]
64,8,6,[6, 5, 108, 13, 116, 33, 14, 9]
65,8,3,[6, 5, 108, 13, 116, 33, 14, 9]
66,8,3,[6, 5, 108, 13, 116, 33, 14, 9]
67,8,3,[9, 6, 5, 108, 13, 116, 33, 14]
68,8,7,[6, 5, 108, 13, 116, 33, 14, 9]
69,8,4,[6, 5, 108, 13, 116, 33, 14, 9]
70,8,1,[14, 9, 6, 5, 108, 13, 116, 33]
71,8,6,[13, 116, 33, 14, 9, 6, 5, 108]
72,8,6,[6, 5, 108, 13, 116, 33, 14, 9]
73,8,5,[13, 116, 33, 14, 9, 6, 5, 108]
74,8,4,[6, 5, 108, 13, 116, 33, 14, 9]
75,8,1,[13, 116, 33, 14, 9, 6, 5, 108]
76,8,5,[6, 5, 108, 13, 116, 33, 14, 9]
77,8,3,[6, 5, 108, 13, 116, 33, 14, 9]
78,8,3,[6, 5, 108, 13, 116, 33, 14, 9]
79,8,3,[13, 116, 33, 14, 9, 6, 5, 108]
80,8,1,[13, 116, 33, 14, 9, 6, 5, 108]
