1,1,0,[1]
2,11,16,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
3,11,15,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
4,1,0,[4]
5,11,10,[397, 789, 266, 28, 11, 403, 44, 15, 8, 6, 5]
6,11,10,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
7,11,20,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
8,11,10,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
9,11,11,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
10,11,21,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
11,11,10,[403, 44, 15, 8, 6, 5, 397, 789, 266, 28, 11]
12,11,21,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
13,11,18,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
14,11,12,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
15,11,10,[8, 6, 5, 397, 789, 266, 28, 11, 403, 44, 15]
16,11,11,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
17,11,16,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
18,11,11,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
19,11,14,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
20,11,12,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
21,11,22,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
22,11,19,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
23,11,19,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
24,11,12,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
25,11,22,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
26,11,11,[8, 6, 5, 397, 789, 266, 28, 11, 403, 44, 15]
27,11,12,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
28,11,10,[11, 403, 44, 15, 8, 6, 5, 397, 789, 266, 28]
29,11,18,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
30,11,22,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
31,11,18,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
32,11,22,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
33,11,13,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
34,11,15,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
35,11,22,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
36,11,22,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
37,11,14,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
38,11,23,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
39,11,12,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
40,11,11,[403, 44, 15, 8, 6, 5, 397, 789, 266, 28, 11]
41,11,15,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
42,11,22,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
43,11,16,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
44,11,10,[15, 8, 6, 5, 397, 789, 266, 28, 11, 403, 44]
45,11,11,[403, 44, 15, 8, 6, 5, 397, 789, 266, 28, 11]
46,11,23,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
47,11,15,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
48,11,11,[403, 44, 15, 8, 6, 5, 397, 789, 266, 28, 11]
49,11,13,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
50,11,22,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
51,11,13,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
52,11,17,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
53,11,16,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
54,11,11,[403, 44, 15, 8, 6, 5, 397, 789, 266, 28, 11]
55,11,12,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
56,11,19,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
57,11,20,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
58,11,19,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
59,11,19,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
60,11,22,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
61,11,15,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
62,11,14,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
63,11,19,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
64,11,22,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
65,11,12,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
66,11,12,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
67,11,13,[8, 6, 5, 397, 789, 266, 28, 11, 403, 44, 15]
68,11,23,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
69,11,12,[8, 6, 5, 397, 789, 266, 28, 11, 403, 44, 15]
70,11,13,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
71,11,25,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
72,11,22,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
73,11,14,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
74,11,13,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
75,11,19,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
76,11,20,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
77,11,12,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
78,11,12,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
79,11,13,[8, 6, 5, 397, 789, 266, 28, 11, 403, 44, 15]
80,11,19,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
81,11,22,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
82,11,17,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
83,11,20,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
84,11,13,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
85,11,20,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
86,11,12,[403, 44, 15, 8, 6, 5, 397, 789, 266, 28, 11]
87,11,23,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
88,11,17,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
89,11,24,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
90,11,19,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
91,11,13,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
92,11,13,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
93,11,16,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
94,11,14,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
95,11,13,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
96,11,19,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
97,11,23,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
98,11,12,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
99,11,17,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
100,11,13,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
101,11,25,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
102,11,20,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
103,11,21,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
104,11,15,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
105,11,11,[8, 6, 5, 397, 789, 266, 28, 11, 403, 44, 15]
106,11,13,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
107,11,22,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
108,11,19,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
109,11,15,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
110,11,12,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
111,11,12,[403, 44, 15, 8, 6, 5, 397, 789, 266, 28, 11]
112,11,11,[8, 6, 5, 397, 789, 266, 28, 11, 403, 44, 15]
113,11,15,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
114,11,13,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
115,11,11,[11, 403, 44, 15, 8, 6, 5, 397, 789, 266, 28]
116,11,14,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
117,11,15,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
118,11,16,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
119,11,13,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
120,11,13,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
121,11,20,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
122,11,20,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
123,11,11,[15, 8, 6, 5, 397, 789, 266, 28, 11, 403, 44]
124,11,23,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
125,11,11,[8, 6, 5, 397, 789, 266, 28, 11, 403, 44, 15]
126,11,11,[8, 6, 5, 397, 789, 266, 28, 11, 403, 44, 15]
127,11,17,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
128,11,13,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
129,11,24,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
130,11,13,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
131,11,15,[8, 6, 5, 397, 789, 266, 28, 11, 403, 44, 15]
132,11,12,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
133,11,12,[8, 6, 5, 397, 789, 266, 28, 11, 403, 44, 15]
134,11,13,[8, 6, 5, 397, 789, 266, 28, 11, 403, 44, 15]
135,11,13,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
136,11,20,[5, 397, 789, 266, 28, 11, 403, 44, 15, 8, 6]
137,11,25,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
138,11,11,[11, 403, 44, 15, 8, 6, 5, 397, 789, 266, 28]
139,11,14,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
140,11,12,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
141,11,23,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
142,11,15,[6, 5, 397, 789, 266, 28, 11, 403, 44, 15, 8]
