1,1,0,[1]
2,19,21,[10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9, 6, 5, 249, 86, 45, 11, 255, 25]
3,19,21,[7, 251, 495, 22, 13, 257, 501, 170, 24, 9, 6, 5, 249, 86, 45, 11, 255, 25, 10]
4,1,0,[4]
5,19,18,[249, 86, 45, 11, 255, 25, 10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9, 6, 5]
6,19,18,[5, 249, 86, 45, 11, 255, 25, 10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9, 6]
7,19,18,[251, 495, 22, 13, 257, 501, 170, 24, 9, 6, 5, 249, 86, 45, 11, 255, 25, 10, 7]
8,19,19,[5, 249, 86, 45, 11, 255, 25, 10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9, 6]
9,19,18,[6, 5, 249, 86, 45, 11, 255, 25, 10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9]
10,19,18,[7, 251, 495, 22, 13, 257, 501, 170, 24, 9, 6, 5, 249, 86, 45, 11, 255, 25, 10]
11,19,18,[255, 25, 10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9, 6, 5, 249, 86, 45, 11]
12,19,19,[251, 495, 22, 13, 257, 501, 170, 24, 9, 6, 5, 249, 86, 45, 11, 255, 25, 10, 7]
13,19,18,[257, 501, 170, 24, 9, 6, 5, 249, 86, 45, 11, 255, 25, 10, 7, 251, 495, 22, 13]
14,19,19,[6, 5, 249, 86, 45, 11, 255, 25, 10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9]
15,19,20,[5, 249, 86, 45, 11, 255, 25, 10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9, 6]
16,19,20,[5, 249, 86, 45, 11, 255, 25, 10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9, 6]
17,19,22,[251, 495, 22, 13, 257, 501, 170, 24, 9, 6, 5, 249, 86, 45, 11, 255, 25, 10, 7]
18,19,20,[5, 249, 86, 45, 11, 255, 25, 10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9, 6]
19,19,27,[6, 5, 249, 86, 45, 11, 255, 25, 10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9]
20,19,19,[6, 5, 249, 86, 45, 11, 255, 25, 10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9]
21,19,19,[7, 251, 495, 22, 13, 257, 501, 170, 24, 9, 6, 5, 249, 86, 45, 11, 255, 25, 10]
22,19,18,[13, 257, 501, 170, 24, 9, 6, 5, 249, 86, 45, 11, 255, 25, 10, 7, 251, 495, 22]
23,19,22,[6, 5, 249, 86, 45, 11, 255, 25, 10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9]
24,19,18,[9, 6, 5, 249, 86, 45, 11, 255, 25, 10, 7, 251, 495, 22, 13, 257, 501, 170, 24]
25,19,18,[10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9, 6, 5, 249, 86, 45, 11, 255, 25]
26,19,21,[5, 249, 86, 45, 11, 255, 25, 10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9, 6]
27,19,19,[6, 5, 249, 86, 45, 11, 255, 25, 10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9]
28,19,19,[255, 25, 10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9, 6, 5, 249, 86, 45, 11]
29,19,24,[6, 5, 249, 86, 45, 11, 255, 25, 10, 7, 251, 495, 22, 13, 257, 501, 170, 24, 9]
