1,1,0,[1]
2,17,22,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
3,17,20,[6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8]
4,1,0,[4]
5,17,16,[448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6, 5]
6,17,16,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
7,17,16,[450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7]
8,17,16,[6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8]
9,17,17,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
10,17,16,[7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10]
11,17,22,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
12,17,17,[450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7]
13,17,25,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
14,17,18,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
15,17,17,[6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8]
16,17,17,[6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8]
17,17,16,[460, 32, 10, 7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17]
18,17,16,[8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18]
19,17,16,[462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6, 5, 448, 19]
20,17,18,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
21,17,17,[7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10]
22,17,26,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
23,17,16,[466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6, 5, 448, 19, 462, 23]
24,17,18,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
25,17,17,[7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10]
26,17,18,[6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8]
27,17,18,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
28,17,23,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
29,17,19,[8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18]
30,17,17,[7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10]
31,17,21,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
32,17,16,[10, 7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32]
33,17,19,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
34,17,17,[462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6, 5, 448, 19]
35,17,18,[450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7]
36,17,17,[7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10]
37,17,18,[8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18]
38,17,18,[7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10]
39,17,18,[6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8]
40,17,23,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
41,17,20,[6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8]
42,17,18,[450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7]
43,17,18,[460, 32, 10, 7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17]
44,17,18,[6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8]
45,17,23,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
46,17,18,[7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10]
47,17,19,[7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10]
48,17,23,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
49,17,19,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
50,17,18,[450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7]
51,17,19,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
52,17,16,[17, 460, 32, 10, 7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52]
53,17,20,[6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8]
54,17,23,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
55,17,18,[6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8]
56,17,26,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
57,17,27,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
58,17,22,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
59,17,20,[462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6, 5, 448, 19]
60,17,18,[450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7]
61,17,18,[462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6, 5, 448, 19]
62,17,20,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
63,17,26,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
64,17,18,[450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7]
65,17,17,[8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18]
66,17,18,[6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8]
67,17,20,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
68,17,18,[7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10]
69,17,19,[6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8]
70,17,19,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
71,17,21,[6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8]
72,17,18,[450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7]
73,17,20,[450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7]
74,17,19,[6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8]
75,17,26,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
76,17,17,[466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6, 5, 448, 19, 462, 23]
77,17,17,[8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18]
78,17,17,[8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18]
79,17,20,[8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18]
80,17,26,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
81,17,18,[450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7]
82,17,19,[460, 32, 10, 7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17]
83,17,25,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
84,17,19,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
85,17,27,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
86,17,24,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
87,17,17,[10, 7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32]
88,17,17,[460, 32, 10, 7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17]
89,17,19,[7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10]
90,17,26,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
91,17,19,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
92,17,19,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
93,17,18,[462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6, 5, 448, 19]
94,17,20,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
95,17,19,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
96,17,26,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
97,17,18,[8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18]
98,17,18,[6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8]
99,17,17,[460, 32, 10, 7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17]
100,17,19,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
101,17,20,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
102,17,27,[5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6]
103,17,19,[7, 450, 18, 8, 6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10]
104,17,17,[462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6, 5, 448, 19]
105,17,18,[6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8]
106,17,19,[6, 5, 448, 19, 462, 23, 466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8]
107,17,18,[466, 235, 52, 17, 460, 32, 10, 7, 450, 18, 8, 6, 5, 448, 19, 462, 23]
