1,1,0,[1],[0]
2,16,2,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
3,16,8,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
4,1,0,[4],[0]
5,16,3,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
6,16,4,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
7,16,0,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
8,16,5,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
9,16,5,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
10,16,0,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
11,16,0,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
12,16,1,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
13,16,12,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
14,16,6,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
15,16,6,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
16,16,6,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
17,16,9,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
18,16,6,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
19,16,8,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
20,16,6,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
21,16,1,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
22,16,13,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
23,16,11,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
24,16,6,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
25,16,1,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
26,16,7,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
27,16,6,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
28,16,0,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
29,16,10,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
30,16,0,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
31,16,9,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
32,16,1,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
33,16,7,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
34,16,9,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
35,16,2,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
36,16,1,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
37,16,0,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
38,16,2,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
39,16,7,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
40,16,1,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
41,16,0,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
42,16,2,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
43,16,11,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
44,16,7,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
45,16,1,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
46,16,2,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
47,16,8,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
48,16,1,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
49,16,7,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
50,16,2,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
51,16,7,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
52,16,10,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
53,16,10,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
54,16,1,[7, 10, 11, 28, 30, 37, 41, 67, 71, 97, 101, 127, 131, 157, 161, 187],[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
