1,1,0,[1]
2,24,26,[10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21]
3,24,26,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
4,1,0,[4]
5,24,23,[389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5]
6,24,23,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
7,24,23,[391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7]
8,24,24,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
9,24,23,[6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9]
10,24,23,[7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10]
11,24,23,[395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11]
12,24,24,[391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7]
13,24,23,[397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13]
14,24,23,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
15,24,25,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
16,24,25,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
17,24,27,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
18,24,25,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
19,24,28,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
20,24,24,[6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9]
21,24,23,[10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21]
22,24,23,[13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22]
23,24,26,[395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11]
24,24,24,[6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9]
25,24,24,[7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10]
26,24,26,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
27,24,24,[6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9]
28,24,24,[395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11]
29,24,28,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
30,24,24,[7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10]
31,24,30,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
32,24,24,[7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10]
33,24,24,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
34,24,29,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
35,24,25,[391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7]
36,24,24,[7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10]
37,24,28,[391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7]
38,24,24,[10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21]
39,24,26,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
40,24,23,[11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40]
41,24,26,[6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9]
42,24,25,[391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7]
43,24,23,[427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43]
44,24,26,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
45,24,24,[395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11]
46,24,25,[7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10]
47,24,29,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
48,24,24,[395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11]
49,24,24,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
50,24,25,[391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7]
51,24,25,[6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9]
52,24,28,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
53,24,27,[391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7]
54,24,24,[395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11]
55,24,26,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
56,24,24,[397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13]
57,24,24,[13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22]
58,24,31,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
59,24,30,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
60,24,25,[391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7]
61,24,27,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
62,24,25,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
63,24,24,[397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13]
64,24,25,[391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7]
65,24,26,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
66,24,26,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
67,24,30,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
68,24,23,[21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68]
69,24,27,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
70,24,24,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
71,24,26,[7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10]
72,24,25,[391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7]
73,24,34,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
74,24,27,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
75,24,24,[397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13]
76,24,27,[395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11]
77,24,26,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
78,24,26,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
79,24,31,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
80,24,24,[397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13]
81,24,25,[391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7]
82,24,23,[43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82]
83,24,28,[391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7]
84,24,23,[14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84]
85,24,24,[13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22]
86,24,25,[395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11]
87,24,25,[7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10]
88,24,28,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
89,24,26,[395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11]
90,24,24,[397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13]
91,24,25,[6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9]
92,24,25,[6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9]
93,24,30,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
94,24,25,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
95,24,25,[6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9]
96,24,24,[397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13]
97,24,27,[391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7]
98,24,26,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
99,24,28,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
100,24,24,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
101,24,25,[22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102]
102,24,23,[22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102]
103,24,27,[397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13]
104,24,29,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
105,24,26,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
106,24,27,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
107,24,26,[13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22]
108,24,24,[397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13]
109,24,27,[7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10]
110,24,26,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
111,24,24,[11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40]
112,24,26,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
113,24,28,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
114,24,25,[6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9]
115,24,25,[395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11]
116,24,25,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
117,24,29,[5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6]
118,24,28,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
119,24,25,[6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9]
120,24,24,[9, 6, 5, 389, 773, 1157, 102, 22, 13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14]
121,24,24,[13, 397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22]
122,24,25,[397, 781, 82, 43, 427, 68, 21, 10, 7, 391, 40, 11, 395, 84, 14, 9, 6, 5, 389, 773, 1157, 102, 22, 13]
