1,1,0,[1]
2,9,19,[6, 5, 268, 71, 334, 169, 26, 15, 8]
3,9,20,[6, 5, 268, 71, 334, 169, 26, 15, 8]
4,1,0,[4]
5,9,8,[268, 71, 334, 169, 26, 15, 8, 6, 5]
6,9,8,[5, 268, 71, 334, 169, 26, 15, 8, 6]
7,9,11,[6, 5, 268, 71, 334, 169, 26, 15, 8]
8,9,8,[6, 5, 268, 71, 334, 169, 26, 15, 8]
9,9,9,[5, 268, 71, 334, 169, 26, 15, 8, 6]
10,9,12,[6, 5, 268, 71, 334, 169, 26, 15, 8]
11,9,17,[6, 5, 268, 71, 334, 169, 26, 15, 8]
12,9,12,[6, 5, 268, 71, 334, 169, 26, 15, 8]
13,9,15,[6, 5, 268, 71, 334, 169, 26, 15, 8]
14,9,10,[5, 268, 71, 334, 169, 26, 15, 8, 6]
15,9,8,[8, 6, 5, 268, 71, 334, 169, 26, 15]
16,9,9,[6, 5, 268, 71, 334, 169, 26, 15, 8]
17,9,11,[6, 5, 268, 71, 334, 169, 26, 15, 8]
18,9,9,[6, 5, 268, 71, 334, 169, 26, 15, 8]
19,9,14,[6, 5, 268, 71, 334, 169, 26, 15, 8]
20,9,10,[5, 268, 71, 334, 169, 26, 15, 8, 6]
21,9,13,[6, 5, 268, 71, 334, 169, 26, 15, 8]
22,9,16,[6, 5, 268, 71, 334, 169, 26, 15, 8]
23,9,10,[15, 8, 6, 5, 268, 71, 334, 169, 26]
24,9,10,[5, 268, 71, 334, 169, 26, 15, 8, 6]
25,9,13,[6, 5, 268, 71, 334, 169, 26, 15, 8]
26,9,8,[15, 8, 6, 5, 268, 71, 334, 169, 26]
27,9,10,[5, 268, 71, 334, 169, 26, 15, 8, 6]
28,9,18,[6, 5, 268, 71, 334, 169, 26, 15, 8]
29,9,12,[6, 5, 268, 71, 334, 169, 26, 15, 8]
30,9,13,[6, 5, 268, 71, 334, 169, 26, 15, 8]
31,9,16,[6, 5, 268, 71, 334, 169, 26, 15, 8]
32,9,13,[6, 5, 268, 71, 334, 169, 26, 15, 8]
33,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
34,9,15,[6, 5, 268, 71, 334, 169, 26, 15, 8]
35,9,13,[6, 5, 268, 71, 334, 169, 26, 15, 8]
36,9,13,[6, 5, 268, 71, 334, 169, 26, 15, 8]
37,9,13,[6, 5, 268, 71, 334, 169, 26, 15, 8]
38,9,14,[6, 5, 268, 71, 334, 169, 26, 15, 8]
39,9,10,[6, 5, 268, 71, 334, 169, 26, 15, 8]
40,9,18,[6, 5, 268, 71, 334, 169, 26, 15, 8]
41,9,12,[5, 268, 71, 334, 169, 26, 15, 8, 6]
42,9,13,[6, 5, 268, 71, 334, 169, 26, 15, 8]
43,9,15,[6, 5, 268, 71, 334, 169, 26, 15, 8]
44,9,9,[8, 6, 5, 268, 71, 334, 169, 26, 15]
45,9,18,[6, 5, 268, 71, 334, 169, 26, 15, 8]
46,9,14,[6, 5, 268, 71, 334, 169, 26, 15, 8]
47,9,16,[6, 5, 268, 71, 334, 169, 26, 15, 8]
48,9,18,[6, 5, 268, 71, 334, 169, 26, 15, 8]
49,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
50,9,13,[6, 5, 268, 71, 334, 169, 26, 15, 8]
51,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
52,9,12,[6, 5, 268, 71, 334, 169, 26, 15, 8]
53,9,16,[6, 5, 268, 71, 334, 169, 26, 15, 8]
54,9,18,[6, 5, 268, 71, 334, 169, 26, 15, 8]
55,9,10,[6, 5, 268, 71, 334, 169, 26, 15, 8]
56,9,16,[6, 5, 268, 71, 334, 169, 26, 15, 8]
57,9,17,[6, 5, 268, 71, 334, 169, 26, 15, 8]
58,9,17,[6, 5, 268, 71, 334, 169, 26, 15, 8]
59,9,15,[6, 5, 268, 71, 334, 169, 26, 15, 8]
60,9,13,[6, 5, 268, 71, 334, 169, 26, 15, 8]
61,9,11,[6, 5, 268, 71, 334, 169, 26, 15, 8]
62,9,12,[5, 268, 71, 334, 169, 26, 15, 8, 6]
63,9,16,[6, 5, 268, 71, 334, 169, 26, 15, 8]
64,9,13,[6, 5, 268, 71, 334, 169, 26, 15, 8]
65,9,10,[6, 5, 268, 71, 334, 169, 26, 15, 8]
66,9,10,[6, 5, 268, 71, 334, 169, 26, 15, 8]
67,9,15,[6, 5, 268, 71, 334, 169, 26, 15, 8]
68,9,14,[6, 5, 268, 71, 334, 169, 26, 15, 8]
69,9,9,[15, 8, 6, 5, 268, 71, 334, 169, 26]
70,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
71,9,8,[334, 169, 26, 15, 8, 6, 5, 268, 71]
72,9,13,[6, 5, 268, 71, 334, 169, 26, 15, 8]
73,9,11,[6, 5, 268, 71, 334, 169, 26, 15, 8]
74,9,11,[6, 5, 268, 71, 334, 169, 26, 15, 8]
75,9,16,[6, 5, 268, 71, 334, 169, 26, 15, 8]
76,9,11,[15, 8, 6, 5, 268, 71, 334, 169, 26]
77,9,10,[6, 5, 268, 71, 334, 169, 26, 15, 8]
78,9,10,[6, 5, 268, 71, 334, 169, 26, 15, 8]
79,9,12,[5, 268, 71, 334, 169, 26, 15, 8, 6]
80,9,16,[6, 5, 268, 71, 334, 169, 26, 15, 8]
81,9,13,[6, 5, 268, 71, 334, 169, 26, 15, 8]
82,9,16,[6, 5, 268, 71, 334, 169, 26, 15, 8]
83,9,14,[6, 5, 268, 71, 334, 169, 26, 15, 8]
84,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
85,9,17,[6, 5, 268, 71, 334, 169, 26, 15, 8]
86,9,19,[6, 5, 268, 71, 334, 169, 26, 15, 8]
87,9,14,[6, 5, 268, 71, 334, 169, 26, 15, 8]
88,9,12,[6, 5, 268, 71, 334, 169, 26, 15, 8]
89,9,15,[6, 5, 268, 71, 334, 169, 26, 15, 8]
90,9,16,[6, 5, 268, 71, 334, 169, 26, 15, 8]
91,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
92,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
93,9,16,[6, 5, 268, 71, 334, 169, 26, 15, 8]
94,9,12,[5, 268, 71, 334, 169, 26, 15, 8, 6]
95,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
96,9,16,[6, 5, 268, 71, 334, 169, 26, 15, 8]
97,9,13,[6, 5, 268, 71, 334, 169, 26, 15, 8]
98,9,10,[6, 5, 268, 71, 334, 169, 26, 15, 8]
99,9,12,[6, 5, 268, 71, 334, 169, 26, 15, 8]
100,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
101,9,12,[5, 268, 71, 334, 169, 26, 15, 8, 6]
102,9,17,[6, 5, 268, 71, 334, 169, 26, 15, 8]
103,9,12,[6, 5, 268, 71, 334, 169, 26, 15, 8]
104,9,15,[6, 5, 268, 71, 334, 169, 26, 15, 8]
105,9,9,[8, 6, 5, 268, 71, 334, 169, 26, 15]
106,9,11,[6, 5, 268, 71, 334, 169, 26, 15, 8]
107,9,11,[8, 6, 5, 268, 71, 334, 169, 26, 15]
108,9,16,[6, 5, 268, 71, 334, 169, 26, 15, 8]
109,9,16,[6, 5, 268, 71, 334, 169, 26, 15, 8]
110,9,10,[6, 5, 268, 71, 334, 169, 26, 15, 8]
111,9,19,[6, 5, 268, 71, 334, 169, 26, 15, 8]
112,9,9,[8, 6, 5, 268, 71, 334, 169, 26, 15]
113,9,18,[6, 5, 268, 71, 334, 169, 26, 15, 8]
114,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
115,9,19,[6, 5, 268, 71, 334, 169, 26, 15, 8]
116,9,12,[5, 268, 71, 334, 169, 26, 15, 8, 6]
117,9,15,[6, 5, 268, 71, 334, 169, 26, 15, 8]
118,9,12,[6, 5, 268, 71, 334, 169, 26, 15, 8]
119,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
120,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
121,9,17,[6, 5, 268, 71, 334, 169, 26, 15, 8]
122,9,17,[6, 5, 268, 71, 334, 169, 26, 15, 8]
123,9,10,[8, 6, 5, 268, 71, 334, 169, 26, 15]
124,9,14,[6, 5, 268, 71, 334, 169, 26, 15, 8]
125,9,9,[8, 6, 5, 268, 71, 334, 169, 26, 15]
126,9,9,[8, 6, 5, 268, 71, 334, 169, 26, 15]
127,9,12,[15, 8, 6, 5, 268, 71, 334, 169, 26]
128,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
129,9,15,[6, 5, 268, 71, 334, 169, 26, 15, 8]
130,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
131,9,14,[15, 8, 6, 5, 268, 71, 334, 169, 26]
132,9,10,[6, 5, 268, 71, 334, 169, 26, 15, 8]
133,9,9,[15, 8, 6, 5, 268, 71, 334, 169, 26]
134,9,10,[15, 8, 6, 5, 268, 71, 334, 169, 26]
135,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
136,9,11,[15, 8, 6, 5, 268, 71, 334, 169, 26]
137,9,11,[6, 5, 268, 71, 334, 169, 26, 15, 8]
138,9,19,[6, 5, 268, 71, 334, 169, 26, 15, 8]
139,9,15,[6, 5, 268, 71, 334, 169, 26, 15, 8]
140,9,10,[6, 5, 268, 71, 334, 169, 26, 15, 8]
141,9,14,[6, 5, 268, 71, 334, 169, 26, 15, 8]
142,9,12,[6, 5, 268, 71, 334, 169, 26, 15, 8]
143,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
144,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
145,9,16,[6, 5, 268, 71, 334, 169, 26, 15, 8]
146,9,17,[6, 5, 268, 71, 334, 169, 26, 15, 8]
147,9,12,[6, 5, 268, 71, 334, 169, 26, 15, 8]
148,9,13,[5, 268, 71, 334, 169, 26, 15, 8, 6]
149,9,13,[8, 6, 5, 268, 71, 334, 169, 26, 15]
150,9,9,[8, 6, 5, 268, 71, 334, 169, 26, 15]
151,9,18,[6, 5, 268, 71, 334, 169, 26, 15, 8]
152,9,14,[6, 5, 268, 71, 334, 169, 26, 15, 8]
153,9,11,[15, 8, 6, 5, 268, 71, 334, 169, 26]
154,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
155,9,14,[6, 5, 268, 71, 334, 169, 26, 15, 8]
156,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
157,9,16,[6, 5, 268, 71, 334, 169, 26, 15, 8]
158,9,14,[6, 5, 268, 71, 334, 169, 26, 15, 8]
159,9,17,[6, 5, 268, 71, 334, 169, 26, 15, 8]
160,9,9,[8, 6, 5, 268, 71, 334, 169, 26, 15]
161,9,14,[6, 5, 268, 71, 334, 169, 26, 15, 8]
162,9,11,[5, 268, 71, 334, 169, 26, 15, 8, 6]
163,9,13,[15, 8, 6, 5, 268, 71, 334, 169, 26]
164,9,19,[6, 5, 268, 71, 334, 169, 26, 15, 8]
165,9,15,[6, 5, 268, 71, 334, 169, 26, 15, 8]
166,9,18,[6, 5, 268, 71, 334, 169, 26, 15, 8]
167,9,15,[6, 5, 268, 71, 334, 169, 26, 15, 8]
168,9,10,[6, 5, 268, 71, 334, 169, 26, 15, 8]
169,9,8,[26, 15, 8, 6, 5, 268, 71, 334, 169]
