1,1,0,[1]
2,6,8,[10, 7, 34, 19, 46, 25]
3,6,2,[10, 7, 34, 19, 46, 25]
4,1,0,[4]
5,6,2,[10, 7, 34, 19, 46, 25]
6,6,3,[10, 7, 34, 19, 46, 25]
7,6,0,[7, 34, 19, 46, 25, 10]
8,6,4,[10, 7, 34, 19, 46, 25]
9,6,4,[10, 7, 34, 19, 46, 25]
10,6,0,[10, 7, 34, 19, 46, 25]
11,6,3,[10, 7, 34, 19, 46, 25]
12,6,1,[7, 34, 19, 46, 25, 10]
13,6,5,[10, 7, 34, 19, 46, 25]
14,6,5,[10, 7, 34, 19, 46, 25]
15,6,5,[10, 7, 34, 19, 46, 25]
16,6,5,[10, 7, 34, 19, 46, 25]
17,6,7,[10, 7, 34, 19, 46, 25]
18,6,5,[10, 7, 34, 19, 46, 25]
19,6,0,[19, 46, 25, 10, 7, 34]
20,6,5,[10, 7, 34, 19, 46, 25]
21,6,1,[10, 7, 34, 19, 46, 25]
22,6,6,[10, 7, 34, 19, 46, 25]
23,6,3,[7, 34, 19, 46, 25, 10]
24,6,5,[10, 7, 34, 19, 46, 25]
25,6,0,[25, 10, 7, 34, 19, 46]
26,6,6,[10, 7, 34, 19, 46, 25]
27,6,5,[10, 7, 34, 19, 46, 25]
28,6,4,[10, 7, 34, 19, 46, 25]
29,6,7,[10, 7, 34, 19, 46, 25]
30,6,1,[10, 7, 34, 19, 46, 25]
31,2,0,[31, 58]
32,6,1,[10, 7, 34, 19, 46, 25]
33,6,6,[10, 7, 34, 19, 46, 25]
34,6,0,[34, 19, 46, 25, 10, 7]
35,6,2,[7, 34, 19, 46, 25, 10]
36,6,1,[10, 7, 34, 19, 46, 25]
37,6,3,[7, 34, 19, 46, 25, 10]
38,6,2,[10, 7, 34, 19, 46, 25]
39,6,6,[10, 7, 34, 19, 46, 25]
40,6,4,[10, 7, 34, 19, 46, 25]
41,6,3,[10, 7, 34, 19, 46, 25]
42,6,2,[7, 34, 19, 46, 25, 10]
43,6,7,[10, 7, 34, 19, 46, 25]
44,6,6,[10, 7, 34, 19, 46, 25]
45,6,4,[10, 7, 34, 19, 46, 25]
46,6,0,[46, 25, 10, 7, 34, 19]
47,6,8,[10, 7, 34, 19, 46, 25]
48,6,4,[10, 7, 34, 19, 46, 25]
49,6,6,[10, 7, 34, 19, 46, 25]
50,6,2,[7, 34, 19, 46, 25, 10]
51,6,6,[10, 7, 34, 19, 46, 25]
52,6,8,[10, 7, 34, 19, 46, 25]
53,6,7,[10, 7, 34, 19, 46, 25]
54,6,4,[10, 7, 34, 19, 46, 25]
55,6,6,[10, 7, 34, 19, 46, 25]
56,6,6,[10, 7, 34, 19, 46, 25]
57,6,7,[10, 7, 34, 19, 46, 25]
58,2,0,[58, 31]
59,6,6,[10, 7, 34, 19, 46, 25]
60,6,2,[7, 34, 19, 46, 25, 10]
61,6,9,[10, 7, 34, 19, 46, 25]
62,6,7,[10, 7, 34, 19, 46, 25]
63,6,6,[10, 7, 34, 19, 46, 25]
64,6,2,[7, 34, 19, 46, 25, 10]
65,6,6,[10, 7, 34, 19, 46, 25]
66,6,6,[10, 7, 34, 19, 46, 25]
67,6,8,[10, 7, 34, 19, 46, 25]
68,6,2,[10, 7, 34, 19, 46, 25]
69,6,7,[10, 7, 34, 19, 46, 25]
70,6,6,[10, 7, 34, 19, 46, 25]
71,6,7,[10, 7, 34, 19, 46, 25]
72,6,2,[7, 34, 19, 46, 25, 10]
73,6,7,[10, 7, 34, 19, 46, 25]
74,6,7,[10, 7, 34, 19, 46, 25]
75,6,6,[10, 7, 34, 19, 46, 25]
76,6,4,[7, 34, 19, 46, 25, 10]
77,6,6,[10, 7, 34, 19, 46, 25]
78,6,6,[10, 7, 34, 19, 46, 25]
79,6,8,[10, 7, 34, 19, 46, 25]
80,6,6,[10, 7, 34, 19, 46, 25]
81,6,2,[7, 34, 19, 46, 25, 10]
82,6,8,[10, 7, 34, 19, 46, 25]
83,6,7,[10, 7, 34, 19, 46, 25]
84,6,6,[10, 7, 34, 19, 46, 25]
85,6,7,[10, 7, 34, 19, 46, 25]
86,6,5,[10, 7, 34, 19, 46, 25]
87,6,2,[10, 7, 34, 19, 46, 25]
88,6,8,[10, 7, 34, 19, 46, 25]
89,6,8,[10, 7, 34, 19, 46, 25]
90,6,6,[10, 7, 34, 19, 46, 25]
91,6,6,[10, 7, 34, 19, 46, 25]
92,6,6,[10, 7, 34, 19, 46, 25]
93,6,1,[34, 19, 46, 25, 10, 7]
94,6,7,[10, 7, 34, 19, 46, 25]
95,6,6,[10, 7, 34, 19, 46, 25]
96,6,6,[10, 7, 34, 19, 46, 25]
97,6,4,[7, 34, 19, 46, 25, 10]
98,6,6,[10, 7, 34, 19, 46, 25]
99,6,8,[10, 7, 34, 19, 46, 25]
100,6,6,[10, 7, 34, 19, 46, 25]
