1,1,0,[1]
2,10,15,[429, 27, 9, 6, 5, 427, 68, 21, 10, 7]
3,10,11,[9, 6, 5, 427, 68, 21, 10, 7, 429, 27]
4,1,0,[4]
5,10,9,[427, 68, 21, 10, 7, 429, 27, 9, 6, 5]
6,10,9,[5, 427, 68, 21, 10, 7, 429, 27, 9, 6]
7,10,9,[429, 27, 9, 6, 5, 427, 68, 21, 10, 7]
8,10,10,[5, 427, 68, 21, 10, 7, 429, 27, 9, 6]
9,10,9,[6, 5, 427, 68, 21, 10, 7, 429, 27, 9]
10,10,9,[7, 429, 27, 9, 6, 5, 427, 68, 21, 10]
11,10,13,[7, 429, 27, 9, 6, 5, 427, 68, 21, 10]
12,10,10,[429, 27, 9, 6, 5, 427, 68, 21, 10, 7]
13,10,16,[5, 427, 68, 21, 10, 7, 429, 27, 9, 6]
14,10,10,[6, 5, 427, 68, 21, 10, 7, 429, 27, 9]
15,10,11,[5, 427, 68, 21, 10, 7, 429, 27, 9, 6]
16,10,11,[5, 427, 68, 21, 10, 7, 429, 27, 9, 6]
17,10,14,[6, 5, 427, 68, 21, 10, 7, 429, 27, 9]
18,10,11,[5, 427, 68, 21, 10, 7, 429, 27, 9, 6]
19,10,12,[6, 5, 427, 68, 21, 10, 7, 429, 27, 9]
20,10,10,[6, 5, 427, 68, 21, 10, 7, 429, 27, 9]
21,10,9,[10, 7, 429, 27, 9, 6, 5, 427, 68, 21]
22,10,17,[5, 427, 68, 21, 10, 7, 429, 27, 9, 6]
23,10,14,[6, 5, 427, 68, 21, 10, 7, 429, 27, 9]
24,10,10,[6, 5, 427, 68, 21, 10, 7, 429, 27, 9]
25,10,10,[7, 429, 27, 9, 6, 5, 427, 68, 21, 10]
26,10,12,[5, 427, 68, 21, 10, 7, 429, 27, 9, 6]
27,10,9,[9, 6, 5, 427, 68, 21, 10, 7, 429, 27]
28,10,14,[7, 429, 27, 9, 6, 5, 427, 68, 21, 10]
29,10,17,[6, 5, 427, 68, 21, 10, 7, 429, 27, 9]
30,10,10,[7, 429, 27, 9, 6, 5, 427, 68, 21, 10]
31,10,13,[6, 5, 427, 68, 21, 10, 7, 429, 27, 9]
32,10,10,[7, 429, 27, 9, 6, 5, 427, 68, 21, 10]
33,10,11,[6, 5, 427, 68, 21, 10, 7, 429, 27, 9]
34,10,13,[6, 5, 427, 68, 21, 10, 7, 429, 27, 9]
35,10,11,[429, 27, 9, 6, 5, 427, 68, 21, 10, 7]
36,10,10,[7, 429, 27, 9, 6, 5, 427, 68, 21, 10]
37,10,14,[5, 427, 68, 21, 10, 7, 429, 27, 9, 6]
38,10,10,[10, 7, 429, 27, 9, 6, 5, 427, 68, 21]
39,10,12,[5, 427, 68, 21, 10, 7, 429, 27, 9, 6]
40,10,14,[7, 429, 27, 9, 6, 5, 427, 68, 21, 10]
41,10,24,[5, 427, 68, 21, 10, 7, 429, 27, 9, 6]
42,10,11,[429, 27, 9, 6, 5, 427, 68, 21, 10, 7]
43,10,14,[5, 427, 68, 21, 10, 7, 429, 27, 9, 6]
44,10,12,[5, 427, 68, 21, 10, 7, 429, 27, 9, 6]
