1,1,0,[1],[0]
2,12,4,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
3,12,8,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
4,1,0,[4],[0]
5,12,0,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
6,12,0,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
7,12,12,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
8,12,1,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
9,12,0,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
10,12,13,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
11,12,0,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
12,12,13,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
13,12,7,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
14,12,0,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
15,12,2,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
16,12,2,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
17,12,5,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
18,12,2,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
19,12,20,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
20,12,1,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
21,12,14,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
22,12,8,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
23,12,16,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
24,12,1,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
25,12,14,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
26,12,3,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
27,12,1,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
28,12,1,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
29,12,17,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
30,12,14,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
31,12,10,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
32,12,14,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
33,12,1,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
34,12,21,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
35,12,14,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
36,12,14,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
37,12,4,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
38,12,15,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
39,12,3,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
40,12,1,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
41,12,4,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
42,12,14,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
43,12,5,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
44,12,3,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
45,12,1,[5, 6, 9, 11, 14, 48, 84, 258, 881, 887, 1757, 1763],[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
