1,1,0,[1]
2,11,5,[7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60, 12]
3,11,6,[7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60, 12]
4,1,0,[4]
5,11,0,[5, 10005, 60, 12, 7, 10007, 20007, 44, 15, 8, 6]
6,11,0,[6, 5, 10005, 60, 12, 7, 10007, 20007, 44, 15, 8]
7,11,0,[7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60, 12]
8,11,0,[8, 6, 5, 10005, 60, 12, 7, 10007, 20007, 44, 15]
9,11,1,[6, 5, 10005, 60, 12, 7, 10007, 20007, 44, 15, 8]
10,11,1,[7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60, 12]
11,11,15,[15, 8, 6, 5, 10005, 60, 12, 7, 10007, 20007, 44]
12,11,0,[12, 7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60]
13,11,11,[15, 8, 6, 5, 10005, 60, 12, 7, 10007, 20007, 44]
14,11,2,[6, 5, 10005, 60, 12, 7, 10007, 20007, 44, 15, 8]
15,11,0,[15, 8, 6, 5, 10005, 60, 12, 7, 10007, 20007, 44]
16,11,1,[8, 6, 5, 10005, 60, 12, 7, 10007, 20007, 44, 15]
17,11,4,[15, 8, 6, 5, 10005, 60, 12, 7, 10007, 20007, 44]
18,11,1,[8, 6, 5, 10005, 60, 12, 7, 10007, 20007, 44, 15]
19,11,5,[7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60, 12]
20,11,2,[6, 5, 10005, 60, 12, 7, 10007, 20007, 44, 15, 8]
21,11,2,[7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60, 12]
22,11,12,[15, 8, 6, 5, 10005, 60, 12, 7, 10007, 20007, 44]
23,3,0,[23, 10023, 273]
24,11,2,[6, 5, 10005, 60, 12, 7, 10007, 20007, 44, 15, 8]
25,11,2,[7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60, 12]
26,11,1,[15, 8, 6, 5, 10005, 60, 12, 7, 10007, 20007, 44]
27,11,2,[6, 5, 10005, 60, 12, 7, 10007, 20007, 44, 15, 8]
28,11,16,[15, 8, 6, 5, 10005, 60, 12, 7, 10007, 20007, 44]
29,11,11,[7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60, 12]
30,11,2,[7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60, 12]
31,11,5,[7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60, 12]
32,11,2,[7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60, 12]
33,11,3,[6, 5, 10005, 60, 12, 7, 10007, 20007, 44, 15, 8]
34,11,6,[7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60, 12]
35,11,1,[12, 7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60]
36,11,2,[7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60, 12]
37,11,7,[7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60, 12]
38,11,3,[7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60, 12]
39,11,2,[8, 6, 5, 10005, 60, 12, 7, 10007, 20007, 44, 15]
40,11,16,[15, 8, 6, 5, 10005, 60, 12, 7, 10007, 20007, 44]
41,11,7,[15, 8, 6, 5, 10005, 60, 12, 7, 10007, 20007, 44]
42,11,1,[12, 7, 10007, 20007, 44, 15, 8, 6, 5, 10005, 60]
43,11,3,[15, 8, 6, 5, 10005, 60, 12, 7, 10007, 20007, 44]
44,11,0,[44, 15, 8, 6, 5, 10005, 60, 12, 7, 10007, 20007]
