1,1,0,[1]
2,16,17,[9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14]
3,16,21,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
4,1,0,[4]
5,16,15,[147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6, 5]
6,16,15,[5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6]
7,16,15,[149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7]
8,16,16,[5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6]
9,16,15,[6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9]
10,16,15,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
11,16,22,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
12,16,16,[149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7]
13,16,15,[155, 36, 10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13]
14,16,15,[9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14]
15,16,17,[5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6]
16,16,17,[5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6]
17,16,15,[159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17]
18,16,17,[5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6]
19,16,18,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
20,16,16,[6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9]
21,16,16,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
22,16,16,[155, 36, 10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13]
23,16,20,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
24,16,16,[6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9]
25,16,16,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
26,16,18,[5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6]
27,16,16,[6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9]
28,16,23,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
29,16,18,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
30,16,16,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
31,16,20,[5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6]
32,16,16,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
33,16,16,[9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14]
34,16,19,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
35,16,17,[149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7]
36,16,15,[10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36]
37,16,21,[5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6]
38,16,17,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
39,16,18,[5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6]
40,16,23,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
41,16,19,[149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7]
42,16,17,[149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7]
43,16,19,[149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7]
44,16,18,[5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6]
45,16,23,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
46,16,17,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
47,16,19,[5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6]
48,16,23,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
49,16,16,[9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14]
50,16,17,[149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7]
51,16,17,[6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9]
52,16,16,[159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17]
53,16,18,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
54,16,23,[7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10]
55,16,18,[5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6]
56,16,15,[13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56]
57,16,17,[155, 36, 10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13]
58,16,21,[5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14, 9, 6]
59,16,18,[9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14]
60,16,17,[149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7]
61,16,17,[10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36]
62,16,17,[9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7, 149, 291, 100, 14]
63,16,16,[155, 36, 10, 7, 149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13]
64,16,17,[149, 291, 100, 14, 9, 6, 5, 147, 17, 159, 56, 13, 155, 36, 10, 7]
